MON,APT,MON
MON,ASL,MON
MON,KVB,MON
MON,MID,MON
MON,KVB,VFB,OSO,OSS,MON
MON,TEN,KVB,OSO,TEQ,MON
MON,KVB,OSO,TRB,TEN,MON
MON,TEN,KVB,OSO,TRC,MON
MON,KVB,OSO,TEN,TRO,MON
MON,KVB,OSO,VFB,TEN,MON
MON,TEQ,OSO,KVB,TRB,MON
MON,KVB,OSO,TEQ,TRC,MON
MON,TEQ,OSO,KVB,TRO,MON
MON,KVB,VFB,OSO,TEQ,MON
MON,TRB,KVB,OSO,TRC,MON
MON,KVB,OSO,TRB,TRO,MON
MON,KVB,OSO,VFB,TRB,MON
MON,TRC,OSO,KVB,TRO,MON
MON,KVB,VFB,OSO,TRC,MON
MON,KVB,VFB,OSO,TRO,MON
MON,TEN,OSS,KVB,TEQ,MON
MON,KVB,OSS,TRB,TEN,MON
MON,TEN,OSS,KVB,TRC,MON
MON,KVB,OSS,TEN,TRO,MON
MON,KVB,VFB,OSS,TEN,MON
MON,TEQ,KVB,OSS,TRB,MON
MON,KVB,OSS,TEQ,TRC,MON
MON,TEQ,KVB,OSS,TRO,MON
MON,KVB,VFB,OSS,TEQ,MON
MON,TRB,OSS,KVB,TRC,MON
MON,KVB,OSS,TRB,TRO,MON
MON,KVB,VFB,OSS,TRB,MON
MON,TRC,KVB,OSS,TRO,MON
MON,KVB,VFB,OSS,TRC,MON
MON,KVB,VFB,OSS,TRO,MON
MON,TEN,TRB,KVB,TEQ,MON
MON,TEN,KVB,TEQ,TRC,MON
MON,TEQ,KVB,TEN,TRO,MON
MON,TEN,VFB,KVB,TEQ,MON
MON,TEN,TRB,KVB,TRC,MON
MON,KVB,TEN,TRB,TRO,MON
MON,KVB,VFB,TEN,TRB,MON
MON,TRC,KVB,TEN,TRO,MON
MON,TEN,VFB,KVB,TRC,MON
MON,KVB,VFB,TEN,TRO,MON
MON,TRB,KVB,TEQ,TRC,MON
MON,TEQ,KVB,TRB,TRO,MON
MON,TEQ,KVB,VFB,TRB,MON
MON,TRC,TEQ,KVB,TRO,MON
MON,KVB,VFB,TEQ,TRC,MON
MON,TEQ,VFB,KVB,TRO,MON
MON,TRC,KVB,TRB,TRO,MON
MON,TRC,KVB,VFB,TRB,MON
MON,KVB,VFB,TRB,TRO,MON
MON,TRC,VFB,KVB,TRO,MON
MON,NLN,VAL,MID,OSE,OSC,MON
MON,NLN,VAL,MID,OSC,OSO,MON
MON,NLN,VAL,MID,OSS,OSC,MON
MON,NLN,VAL,MID,OSC,TEN,MON
MON,OSC,MID,NLN,VAL,TEQ,MON
MON,NLN,VAL,MID,OSC,TRB,MON
MON,OSC,MID,NLN,VAL,TRC,MON
MON,NLN,VAL,MID,OSC,TRO,MON
MON,NLN,VAL,MID,OSC,VFB,MON
MON,NLN,VAL,MID,OSE,OSO,MON
MON,NLN,VAL,MID,OSS,OSE,MON
MON,NLN,VAL,MID,OSE,TEN,MON
MON,OSE,MID,NLN,VAL,TEQ,MON
MON,OSE,MID,NLN,VAL,TRC,MON
MON,NLN,VAL,MID,OSE,TRO,MON
MON,OSE,MID,NLN,VAL,VFB,MON
MON,NLN,VAL,MID,OSS,OSO,MON
MON,NLN,VAL,MID,OSO,TEN,MON
MON,NLN,VAL,MID,OSO,TEQ,MON
MON,NLN,VAL,MID,OSO,TRB,MON
MON,NLN,VAL,MID,OSO,TRC,MON
MON,NLN,VAL,MID,OSO,TRO,MON
MON,NLN,VAL,MID,OSO,VFB,MON
MON,NLN,VAL,MID,OSS,TEN,MON
MON,NLN,VAL,MID,OSS,TEQ,MON
MON,NLN,VAL,MID,OSS,TRB,MON
MON,NLN,VAL,MID,OSS,TRC,MON
MON,NLN,VAL,MID,OSS,TRO,MON
MON,OSS,MID,NLN,VAL,VFB,MON
MON,TEN,MID,NLN,VAL,TEQ,MON
MON,NLN,VAL,MID,TEN,TRB,MON
MON,TEN,MID,NLN,VAL,TRC,MON
MON,TEN,NLN,VAL,MID,TRO,MON
MON,TEN,VFB,MID,NLN,VAL,MON
MON,TEQ,NLN,VAL,MID,TRB,MON
MON,TRC,TEQ,NLN,VAL,MID,MON
MON,TEQ,NLN,VAL,MID,TRO,MON
MON,NLN,VAL,MID,VFB,TEQ,MON
MON,TRB,MID,NLN,VAL,TRC,MON
MON,TRB,NLN,VAL,MID,TRO,MON
MON,NLN,VAL,MID,VFB,TRB,MON
MON,TRO,MID,NLN,VAL,TRC,MON
MON,TRC,VFB,MID,NLN,VAL,MON
MON,NLN,VAL,MID,VFB,TRO,MON
MON,OSE,MID,OSC,OSO,MON
MON,OSC,MID,OSS,OSE,MON
MON,OSE,MID,OSC,TEN,MON
MON,OSE,MID,OSC,TEQ,MON
MON,OSE,MID,OSC,TRB,MON
MON,OSE,MID,OSC,TRC,MON
MON,OSC,MID,OSE,TRO,MON
MON,OSE,MID,OSC,VFB,MON
MON,OSO,OSC,MID,OSS,MON
MON,OSO,MID,OSC,TEN,MON
MON,OSC,MID,OSO,TEQ,MON
MON,OSC,MID,OSO,TRB,MON
MON,OSC,MID,OSO,TRC,MON
MON,OSO,MID,OSC,TRO,MON
MON,OSO,OSC,MID,VFB,MON
MON,TEN,OSS,MID,OSC,MON
MON,OSC,MID,OSS,TEQ,MON
MON,OSC,MID,OSS,TRB,MON
MON,OSC,MID,OSS,TRC,MON
MON,OSC,MID,OSS,TRO,MON
MON,OSS,MID,OSC,VFB,MON
MON,TEN,OSC,MID,TEQ,MON
MON,TEN,OSC,MID,TRB,MON
MON,TRC,MID,OSC,TEN,MON
MON,TEN,OSC,MID,TRO,MON
MON,OSC,MID,VFB,TEN,MON
MON,TEQ,MID,OSC,TRB,MON
MON,OSC,MID,TEQ,TRC,MON
MON,TEQ,MID,OSC,TRO,MON
MON,OSC,MID,VFB,TEQ,MON
MON,TRC,MID,OSC,TRB,MON
MON,TRB,OSC,MID,TRO,MON
MON,OSC,MID,VFB,TRB,MON
MON,TRC,MID,OSC,TRO,MON
MON,OSC,MID,VFB,TRC,MON
MON,TRO,OSC,MID,VFB,MON
MON,OSE,OSS,MID,OSO,MON
MON,OSO,MID,OSE,TEN,MON
MON,OSE,MID,OSO,TEQ,MON
MON,OSE,MID,OSO,TRB,MON
MON,OSE,MID,OSO,TRC,MON
MON,OSO,MID,OSE,TRO,MON
MON,OSE,MID,OSO,VFB,MON
MON,OSE,MID,OSS,TEN,MON
MON,OSE,MID,OSS,TEQ,MON
MON,OSE,MID,OSS,TRB,MON
MON,OSE,MID,OSS,TRC,MON
MON,OSE,MID,OSS,TRO,MON
MON,VFB,MID,OSS,OSE,MON
MON,TEN,OSE,MID,TEQ,MON
MON,TRB,MID,OSE,TEN,MON
MON,TEN,OSE,MID,TRC,MON
MON,TEN,MID,OSE,TRO,MON
MON,TEN,VFB,MID,OSE,MON
MON,TEQ,MID,OSE,TRB,MON
MON,OSE,MID,TEQ,TRC,MON
MON,TEQ,MID,OSE,TRO,MON
MON,OSE,MID,VFB,TEQ,MON
MON,TRB,OSE,MID,TRC,MON
MON,TRB,MID,OSE,TRO,MON
MON,OSE,MID,VFB,TRB,MON
MON,TRC,MID,OSE,TRO,MON
MON,OSE,MID,VFB,TRC,MON
MON,VFB,MID,OSE,TRO,MON
MON,OSO,MID,OSS,TEN,MON
MON,OSS,MID,OSO,TEQ,MON
MON,OSO,MID,OSS,TRB,MON
MON,OSS,MID,OSO,TRC,MON
MON,OSO,MID,OSS,TRO,MON
MON,OSS,MID,OSO,VFB,MON
MON,TEN,MID,OSO,TEQ,MON
MON,TEN,MID,OSO,TRB,MON
MON,TEN,MID,OSO,TRC,MON
MON,TEN,OSO,MID,TRO,MON
MON,TEN,VFB,MID,OSO,MON
MON,TEQ,OSO,MID,TRB,MON
MON,MID,OSO,TEQ,TRC,MON
MON,TEQ,OSO,MID,TRO,MON
MON,VFB,MID,OSO,TEQ,MON
MON,TRB,MID,OSO,TRC,MON
MON,TRB,OSO,MID,TRO,MON
MON,OSO,MID,VFB,TRB,MON
MON,TRC,OSO,MID,TRO,MON
MON,TRC,OSO,MID,VFB,MON
MON,TRO,OSO,MID,VFB,MON
MON,TEN,MID,OSS,TEQ,MON
MON,TEN,MID,OSS,TRB,MON
MON,TEN,MID,OSS,TRC,MON
MON,TEN,OSS,MID,TRO,MON
MON,TEN,OSS,MID,VFB,MON
MON,TEQ,OSS,MID,TRB,MON
MON,MID,OSS,TEQ,TRC,MON
MON,TEQ,OSS,MID,TRO,MON
MON,OSS,MID,VFB,TEQ,MON
MON,TRB,MID,OSS,TRC,MON
MON,TRB,OSS,MID,TRO,MON
MON,TRB,OSS,MID,VFB,MON
MON,TRC,OSS,MID,TRO,MON
MON,OSS,MID,VFB,TRC,MON
MON,VFB,MID,OSS,TRO,MON
MON,TEQ,MID,TEN,TRB,MON
MON,TRC,TEQ,MID,TEN,MON
MON,TEQ,MID,TEN,TRO,MON
MON,TEN,MID,VFB,TEQ,MON
MON,TRB,TEN,MID,TRC,MON
MON,TRB,TEN,MID,TRO,MON
MON,TEN,VFB,MID,TRB,MON
MON,TRC,MID,TEN,TRO,MON
MON,TEN,MID,VFB,TRC,MON
MON,TEN,VFB,MID,TRO,MON
MON,TRB,MID,TEQ,TRC,MON
MON,TEQ,MID,TRB,TRO,MON
MON,TRB,MID,VFB,TEQ,MON
MON,TRC,TEQ,MID,TRO,MON
MON,MID,VFB,TEQ,TRC,MON
MON,TEQ,VFB,MID,TRO,MON
MON,TRC,MID,TRB,TRO,MON
MON,TRB,MID,VFB,TRC,MON
MON,TRB,VFB,MID,TRO,MON
MON,TRC,VFB,MID,TRO,MON
MON,NLN,VAL,OSO,OSC,OSE,MON
MON,NLN,VAL,OSC,OSE,TRO,MON
MON,NLN,VAL,OSO,OSC,OSS,MON
MON,TEN,OSO,OSC,NLN,VAL,MON
MON,NLN,VAL,OSC,OSO,TEQ,MON
MON,TRB,OSO,OSC,NLN,VAL,MON
MON,NLN,VAL,OSC,OSO,TRC,MON
MON,NLN,VAL,OSC,OSO,TRO,MON
MON,NLN,VAL,VFB,OSO,OSC,MON
MON,NLN,VAL,OSC,OSS,TEN,MON
MON,NLN,VAL,OSC,OSS,TEQ,MON
MON,NLN,VAL,OSC,OSS,TRB,MON
MON,NLN,VAL,OSC,OSS,TRC,MON
MON,NLN,VAL,OSC,OSS,TRO,MON
MON,NLN,VAL,VFB,OSC,OSS,MON
MON,TEN,OSC,NLN,VAL,TEQ,MON
MON,NLN,VAL,OSC,TEN,TRB,MON
MON,TEN,OSC,NLN,VAL,TRC,MON
MON,TEN,NLN,VAL,OSC,TRO,MON
MON,NLN,VAL,OSC,VFB,TEN,MON
MON,TEQ,NLN,VAL,OSC,TRB,MON
MON,OSC,NLN,VAL,TEQ,TRC,MON
MON,TEQ,NLN,VAL,OSC,TRO,MON
MON,NLN,VAL,OSC,VFB,TEQ,MON
MON,TRB,OSC,NLN,VAL,TRC,MON
MON,NLN,VAL,OSC,TRB,TRO,MON
MON,NLN,VAL,OSC,VFB,TRB,MON
MON,TRO,OSC,NLN,VAL,TRC,MON
MON,NLN,VAL,OSC,VFB,TRC,MON
MON,NLN,VAL,VFB,OSC,TRO,MON
MON,NLN,VAL,OSO,OSE,OSS,MON
MON,TEN,OSE,OSO,NLN,VAL,MON
MON,TEQ,OSO,OSE,NLN,VAL,MON
MON,NLN,VAL,OSE,OSO,TRC,MON
MON,NLN,VAL,OSO,OSE,TRO,MON
MON,NLN,VAL,VFB,OSO,OSE,MON
MON,NLN,VAL,OSE,OSS,TRO,MON
MON,TEN,NLN,VAL,OSE,TRO,MON
MON,TEQ,NLN,VAL,OSE,TRO,MON
MON,TRB,NLN,VAL,OSE,TRO,MON
MON,TRO,OSE,NLN,VAL,TRC,MON
MON,NLN,VAL,VFB,OSE,TRO,MON
MON,TEN,OSS,OSO,NLN,VAL,MON
MON,NLN,VAL,OSO,OSS,TEQ,MON
MON,NLN,VAL,OSO,OSS,TRB,MON
MON,NLN,VAL,OSS,OSO,TRC,MON
MON,NLN,VAL,OSO,OSS,TRO,MON
MON,NLN,VAL,VFB,OSO,OSS,MON
MON,TEQ,OSO,NLN,VAL,TEN,MON
MON,NLN,VAL,OSO,TRB,TEN,MON
MON,TEN,NLN,VAL,OSO,TRC,MON
MON,TEN,NLN,VAL,OSO,TRO,MON
MON,NLN,VAL,OSO,VFB,TEN,MON
MON,TEQ,OSO,NLN,VAL,TRB,MON
MON,NLN,VAL,OSO,TEQ,TRC,MON
MON,TEQ,OSO,NLN,VAL,TRO,MON
MON,NLN,VAL,VFB,OSO,TEQ,MON
MON,TRB,NLN,VAL,OSO,TRC,MON
MON,TRO,TRB,OSO,NLN,VAL,MON
MON,NLN,VAL,OSO,VFB,TRB,MON
MON,TRC,OSO,NLN,VAL,TRO,MON
MON,NLN,VAL,VFB,OSO,TRC,MON
MON,NLN,VAL,VFB,OSO,TRO,MON
MON,TEN,OSS,NLN,VAL,TEQ,MON
MON,TEN,TRB,OSS,NLN,VAL,MON
MON,TEN,OSS,NLN,VAL,TRC,MON
MON,NLN,VAL,OSS,TEN,TRO,MON
MON,NLN,VAL,VFB,OSS,TEN,MON
MON,TEQ,NLN,VAL,OSS,TRB,MON
MON,NLN,VAL,OSS,TEQ,TRC,MON
MON,TEQ,OSS,NLN,VAL,TRO,MON
MON,TEQ,VFB,NLN,VAL,OSS,MON
MON,TRB,OSS,NLN,VAL,TRC,MON
MON,NLN,VAL,OSS,TRB,TRO,MON
MON,NLN,VAL,VFB,OSS,TRB,MON
MON,TRC,OSS,NLN,VAL,TRO,MON
MON,OSS,NLN,VAL,VFB,TRC,MON
MON,NLN,VAL,VFB,OSS,TRO,MON
MON,TEN,TRB,NLN,VAL,TEQ,MON
MON,TEN,NLN,VAL,TEQ,TRC,MON
MON,TEQ,NLN,VAL,TEN,TRO,MON
MON,TEN,VFB,NLN,VAL,TEQ,MON
MON,TEN,TRB,NLN,VAL,TRC,MON
MON,NLN,VAL,TEN,TRB,TRO,MON
MON,NLN,VAL,VFB,TEN,TRB,MON
MON,TRO,TEN,NLN,VAL,TRC,MON
MON,TEN,VFB,NLN,VAL,TRC,MON
MON,NLN,VAL,VFB,TEN,TRO,MON
MON,TRB,NLN,VAL,TEQ,TRC,MON
MON,TEQ,NLN,VAL,TRB,TRO,MON
MON,TEQ,VFB,NLN,VAL,TRB,MON
MON,TRC,TEQ,NLN,VAL,TRO,MON
MON,TEQ,NLN,VAL,VFB,TRC,MON
MON,TEQ,VFB,NLN,VAL,TRO,MON
MON,TRO,TRB,NLN,VAL,TRC,MON
MON,TRC,VFB,NLN,VAL,TRB,MON
MON,NLN,VAL,VFB,TRB,TRO,MON
MON,TRC,VFB,NLN,VAL,TRO,MON
MON,OSO,OSC,OSE,OSS,MON
MON,TEN,OSE,OSC,OSO,MON
MON,TEQ,OSO,OSC,OSE,MON
MON,OSE,OSC,OSO,TRB,MON
MON,OSE,OSC,OSO,TRC,MON
MON,OSO,OSC,OSE,TRO,MON
MON,OSE,OSC,OSO,VFB,MON
MON,OSC,OSE,OSS,TEN,MON
MON,OSC,OSE,OSS,TEQ,MON
MON,OSC,OSE,OSS,TRB,MON
MON,OSC,OSE,OSS,TRC,MON
MON,OSC,OSE,OSS,TRO,MON
MON,OSS,OSE,OSC,VFB,MON
MON,TEN,OSE,OSC,TEQ,MON
MON,TEN,OSE,OSC,TRB,MON
MON,TRC,OSC,OSE,TEN,MON
MON,TEN,OSC,OSE,TRO,MON
MON,OSE,OSC,VFB,TEN,MON
MON,TEQ,OSC,OSE,TRB,MON
MON,OSE,OSC,TEQ,TRC,MON
MON,TEQ,OSC,OSE,TRO,MON
MON,TEQ,VFB,OSC,OSE,MON
MON,TRB,OSE,OSC,TRC,MON
MON,TRB,OSC,OSE,TRO,MON
MON,OSE,OSC,VFB,TRB,MON
MON,TRC,OSC,OSE,TRO,MON
MON,TRC,VFB,OSC,OSE,MON
MON,TRO,OSE,OSC,VFB,MON
MON,TEN,OSS,OSC,OSO,MON
MON,OSS,OSC,OSO,TEQ,MON
MON,OSO,OSC,OSS,TRB,MON
MON,OSS,OSC,OSO,TRC,MON
MON,OSO,OSC,OSS,TRO,MON
MON,OSS,OSC,OSO,VFB,MON
MON,TEQ,OSO,OSC,TEN,MON
MON,TEN,OSC,OSO,TRB,MON
MON,TEN,OSC,OSO,TRC,MON
MON,TEN,OSC,OSO,TRO,MON
MON,TEN,VFB,OSO,OSC,MON
MON,TEQ,OSO,OSC,TRB,MON
MON,TRC,TEQ,OSO,OSC,MON
MON,TEQ,OSO,OSC,TRO,MON
MON,TEQ,OSO,OSC,VFB,MON
MON,TRB,OSC,OSO,TRC,MON
MON,TRB,OSO,OSC,TRO,MON
MON,OSC,OSO,VFB,TRB,MON
MON,TRC,OSO,OSC,TRO,MON
MON,TRC,OSO,OSC,VFB,MON
MON,TRO,OSC,OSO,VFB,MON
MON,TEN,OSC,OSS,TEQ,MON
MON,TEN,OSC,OSS,TRB,MON
MON,TEN,OSC,OSS,TRC,MON
MON,TEN,OSS,OSC,TRO,MON
MON,TEN,OSS,OSC,VFB,MON
MON,TEQ,OSS,OSC,TRB,MON
MON,OSC,OSS,TEQ,TRC,MON
MON,TEQ,OSS,OSC,TRO,MON
MON,OSS,OSC,VFB,TEQ,MON
MON,TRB,OSC,OSS,TRC,MON
MON,TRB,OSS,OSC,TRO,MON
MON,TRB,OSS,OSC,VFB,MON
MON,TRC,OSS,OSC,TRO,MON
MON,OSS,OSC,VFB,TRC,MON
MON,VFB,OSC,OSS,TRO,MON
MON,TEQ,OSC,TEN,TRB,MON
MON,TEN,OSC,TEQ,TRC,MON
MON,TEQ,OSC,TEN,TRO,MON
MON,TEQ,VFB,OSC,TEN,MON
MON,TRB,TEN,OSC,TRC,MON
MON,TRB,TEN,OSC,TRO,MON
MON,TEN,VFB,OSC,TRB,MON
MON,TRO,TEN,OSC,TRC,MON
MON,TRC,VFB,OSC,TEN,MON
MON,TEN,VFB,OSC,TRO,MON
MON,TRB,OSC,TEQ,TRC,MON
MON,TRO,TRB,OSC,TEQ,MON
MON,TEQ,VFB,OSC,TRB,MON
MON,TRC,TEQ,OSC,TRO,MON
MON,OSC,VFB,TEQ,TRC,MON
MON,TEQ,VFB,OSC,TRO,MON
MON,TRC,OSC,TRB,TRO,MON
MON,TRB,OSC,VFB,TRC,MON
MON,TRO,OSC,VFB,TRB,MON
MON,TRC,VFB,OSC,TRO,MON
MON,OSO,OSE,OSS,TEN,MON
MON,TEQ,OSO,OSE,OSS,MON
MON,OSO,OSE,OSS,TRB,MON
MON,OSS,OSE,OSO,TRC,MON
MON,OSO,OSE,OSS,TRO,MON
MON,OSS,OSE,OSO,VFB,MON
MON,TEN,OSE,OSO,TEQ,MON
MON,TRB,OSO,OSE,TEN,MON
MON,TEN,OSE,OSO,TRC,MON
MON,TRO,OSE,OSO,TEN,MON
MON,TEN,VFB,OSO,OSE,MON
MON,TEQ,OSO,OSE,TRB,MON
MON,TRC,TEQ,OSO,OSE,MON
MON,TEQ,OSO,OSE,TRO,MON
MON,OSE,OSO,VFB,TEQ,MON
MON,TRB,OSE,OSO,TRC,MON
MON,TRO,OSE,OSO,TRB,MON
MON,OSE,OSO,VFB,TRB,MON
MON,TRO,OSE,OSO,TRC,MON
MON,OSE,OSO,VFB,TRC,MON
MON,TRO,OSE,OSO,VFB,MON
MON,TEN,OSE,OSS,TEQ,MON
MON,TEN,OSE,OSS,TRB,MON
MON,TEN,OSE,OSS,TRC,MON
MON,TEN,OSS,OSE,TRO,MON
MON,TEN,OSS,OSE,VFB,MON
MON,TRB,OSE,OSS,TEQ,MON
MON,OSE,OSS,TEQ,TRC,MON
MON,TEQ,OSS,OSE,TRO,MON
MON,OSS,OSE,VFB,TEQ,MON
MON,TRB,OSE,OSS,TRC,MON
MON,TRB,OSS,OSE,TRO,MON
MON,TRB,OSS,OSE,VFB,MON
MON,TRC,OSS,OSE,TRO,MON
MON,OSS,OSE,VFB,TRC,MON
MON,VFB,OSE,OSS,TRO,MON
MON,TEQ,OSE,TEN,TRB,MON
MON,TEN,OSE,TEQ,TRC,MON
MON,TRO,TEN,OSE,TEQ,MON
MON,TEN,OSE,VFB,TEQ,MON
MON,TRB,TEN,OSE,TRC,MON
MON,TRO,OSE,TEN,TRB,MON
MON,TEN,VFB,OSE,TRB,MON
MON,TRO,OSE,TEN,TRC,MON
MON,TEN,OSE,VFB,TRC,MON
MON,TEN,VFB,OSE,TRO,MON
MON,TRB,OSE,TEQ,TRC,MON
MON,TEQ,OSE,TRB,TRO,MON
MON,TEQ,VFB,OSE,TRB,MON
MON,TRO,OSE,TEQ,TRC,MON
MON,OSE,VFB,TEQ,TRC,MON
MON,TEQ,VFB,OSE,TRO,MON
MON,TRC,OSE,TRB,TRO,MON
MON,TRB,OSE,VFB,TRC,MON
MON,TRB,VFB,OSE,TRO,MON
MON,TRC,VFB,OSE,TRO,MON
MON,TEN,OSS,OSO,TEQ,MON
MON,TEN,OSS,OSO,TRB,MON
MON,TEN,OSS,OSO,TRC,MON
MON,TEN,OSS,OSO,TRO,MON
MON,TEN,OSS,OSO,VFB,MON
MON,TEQ,OSO,OSS,TRB,MON
MON,TEQ,OSS,OSO,TRC,MON
MON,TEQ,OSO,OSS,TRO,MON
MON,OSS,OSO,VFB,TEQ,MON
MON,TRB,OSS,OSO,TRC,MON
MON,TRB,OSS,OSO,TRO,MON
MON,TRB,OSS,OSO,VFB,MON
MON,TRC,OSO,OSS,TRO,MON
MON,OSS,OSO,VFB,TRC,MON
MON,TRO,OSS,OSO,VFB,MON
MON,TEN,TRB,OSO,TEQ,MON
MON,TEN,OSO,TEQ,TRC,MON
MON,TEQ,OSO,TEN,TRO,MON
MON,TEN,VFB,OSO,TEQ,MON
MON,TEN,TRB,OSO,TRC,MON
MON,TEN,OSO,TRB,TRO,MON
MON,TEN,VFB,OSO,TRB,MON
MON,TRC,OSO,TEN,TRO,MON
MON,TEN,VFB,OSO,TRC,MON
MON,TEN,VFB,OSO,TRO,MON
MON,TRB,OSO,TEQ,TRC,MON
MON,TEQ,OSO,TRB,TRO,MON
MON,TEQ,OSO,VFB,TRB,MON
MON,TRC,TEQ,OSO,TRO,MON
MON,TEQ,OSO,VFB,TRC,MON
MON,TEQ,OSO,VFB,TRO,MON
MON,TRC,OSO,TRB,TRO,MON
MON,TRB,VFB,OSO,TRC,MON
MON,TRO,OSO,VFB,TRB,MON
MON,TRC,OSO,VFB,TRO,MON
MON,TEN,TRB,OSS,TEQ,MON
MON,TEN,OSS,TEQ,TRC,MON
MON,TRO,TEN,OSS,TEQ,MON
MON,TEN,OSS,VFB,TEQ,MON
MON,TRC,OSS,TRB,TEN,MON
MON,TEN,OSS,TRB,TRO,MON
MON,TEN,VFB,OSS,TRB,MON
MON,TRO,TEN,OSS,TRC,MON
MON,TEN,OSS,VFB,TRC,MON
MON,TEN,VFB,OSS,TRO,MON
MON,TRB,OSS,TEQ,TRC,MON
MON,TEQ,OSS,TRB,TRO,MON
MON,TEQ,VFB,OSS,TRB,MON
MON,TRC,TEQ,OSS,TRO,MON
MON,TEQ,OSS,VFB,TRC,MON
MON,TEQ,VFB,OSS,TRO,MON
MON,TRC,OSS,TRB,TRO,MON
MON,TRB,OSS,VFB,TRC,MON
MON,TRB,VFB,OSS,TRO,MON
MON,TRC,VFB,OSS,TRO,MON
MON,TRB,TEN,TEQ,TRC,MON
MON,TEQ,TEN,TRB,TRO,MON
MON,TEQ,VFB,TEN,TRB,MON
MON,TRC,TEQ,TEN,TRO,MON
MON,TEN,VFB,TEQ,TRC,MON
MON,TEQ,VFB,TEN,TRO,MON
MON,TRC,TEN,TRB,TRO,MON
MON,TRB,TEN,VFB,TRC,MON
MON,TEN,VFB,TRB,TRO,MON
MON,TRC,VFB,TEN,TRO,MON
MON,TRC,TEQ,TRB,TRO,MON
MON,TRC,TEQ,VFB,TRB,MON
MON,TEQ,VFB,TRB,TRO,MON
MON,TRC,TEQ,VFB,TRO,MON
MON,TRC,VFB,TRB,TRO,MON
MON,KVB,NLN,VAL,ASL,MID,APT,MON
MON,KVB,ASL,MID,APT,OSC,MON
MON,KVB,ASL,MID,APT,OSO,MON
MON,KVB,ASL,MID,APT,OSS,MON
MON,KVB,ASL,MID,APT,TEN,MON
MON,TEQ,KVB,ASL,MID,APT,MON
MON,APT,MID,ASL,KVB,TRB,MON
MON,APT,MID,ASL,KVB,TRC,MON
MON,KVB,ASL,MID,APT,TRO,MON
MON,APT,MID,ASL,KVB,VFB,MON
MON,KVB,NLN,VAL,ASL,OSO,APT,MON
MON,KVB,NLN,VAL,ASL,APT,TRO,MON
MON,APT,OSC,OSO,ASL,KVB,MON
MON,APT,OSS,OSC,ASL,KVB,MON
MON,KVB,ASL,OSC,APT,TEN,MON
MON,APT,OSC,ASL,KVB,TEQ,MON
MON,APT,OSC,ASL,KVB,TRB,MON
MON,APT,OSC,ASL,KVB,TRC,MON
MON,KVB,ASL,OSC,APT,TRO,MON
MON,APT,OSC,VFB,ASL,KVB,MON
MON,APT,OSS,OSO,ASL,KVB,MON
MON,KVB,ASL,OSO,APT,TEN,MON
MON,KVB,ASL,APT,OSO,TEQ,MON
MON,KVB,ASL,APT,OSO,TRB,MON
MON,KVB,ASL,APT,OSO,TRC,MON
MON,KVB,ASL,OSO,APT,TRO,MON
MON,KVB,ASL,VFB,OSO,APT,MON
MON,TEN,OSS,APT,ASL,KVB,MON
MON,TEQ,OSS,APT,ASL,KVB,MON
MON,TRB,OSS,APT,ASL,KVB,MON
MON,TRC,OSS,APT,ASL,KVB,MON
MON,KVB,ASL,OSS,APT,TRO,MON
MON,APT,OSS,VFB,ASL,KVB,MON
MON,TEQ,KVB,ASL,APT,TEN,MON
MON,KVB,ASL,APT,TEN,TRB,MON
MON,TEN,APT,ASL,KVB,TRC,MON
MON,TEN,KVB,ASL,APT,TRO,MON
MON,TEN,VFB,KVB,ASL,APT,MON
MON,TEQ,KVB,ASL,APT,TRB,MON
MON,APT,ASL,KVB,TEQ,TRC,MON
MON,TEQ,KVB,ASL,APT,TRO,MON
MON,TEQ,VFB,KVB,ASL,APT,MON
MON,TRB,APT,ASL,KVB,TRC,MON
MON,TRO,APT,ASL,KVB,TRB,MON
MON,APT,ASL,KVB,VFB,TRB,MON
MON,TRC,KVB,ASL,APT,TRO,MON
MON,APT,ASL,KVB,VFB,TRC,MON
MON,TRO,APT,ASL,KVB,VFB,MON
MON,APT,MID,ASL,NLN,VAL,OSO,MON
MON,NLN,VAL,ASL,MID,APT,TRO,MON
MON,ASL,MID,APT,OSC,OSO,MON
MON,ASL,MID,APT,OSS,OSC,MON
MON,ASL,MID,APT,OSC,TEN,MON
MON,OSC,APT,MID,ASL,TEQ,MON
MON,ASL,MID,APT,OSC,TRB,MON
MON,OSC,APT,MID,ASL,TRC,MON
MON,TRO,OSC,APT,MID,ASL,MON
MON,OSC,APT,MID,ASL,VFB,MON
MON,OSS,APT,MID,ASL,OSO,MON
MON,APT,MID,ASL,OSO,TEN,MON
MON,APT,MID,ASL,OSO,TEQ,MON
MON,APT,MID,ASL,OSO,TRB,MON
MON,APT,MID,ASL,OSO,TRC,MON
MON,TRO,APT,MID,ASL,OSO,MON
MON,APT,MID,ASL,VFB,OSO,MON
MON,TEN,OSS,APT,MID,ASL,MON
MON,TEQ,OSS,APT,MID,ASL,MON
MON,TRB,OSS,APT,MID,ASL,MON
MON,TRC,OSS,APT,MID,ASL,MON
MON,ASL,MID,APT,OSS,TRO,MON
MON,OSS,APT,MID,ASL,VFB,MON
MON,TEN,APT,MID,ASL,TEQ,MON
MON,ASL,MID,APT,TEN,TRB,MON
MON,TEN,APT,MID,ASL,TRC,MON
MON,TEN,ASL,MID,APT,TRO,MON
