MON,APT,MON
MON,ASL,MON
MON,DAB,MON
MON,DSA,MON
MON,DSS,MON
MON,GFAGFB,MON
MON,GFC,MON
MON,KVB,MON
MON,MID,MON
MON,NLNVAL,MON
MON,OSC,MON
MON,OSE,MON
MON,OSOVFB,MON
MON,OSS,MON
MON,STASTB,MON
MON,STC,MON
MON,TENTRB,MON
MON,TEQTRC,MON
MON,TRO,MON
MON,APT,OSC,OSOVFB,STC,MON
MON,APT,OSC,OSOVFB,TENTRB,MON
MON,APT,OSC,OSOVFB,TEQTRC,MON
MON,APT,OSC,OSOVFB,TRO,MON
MON,APT,OSC,OSS,STC,MON
MON,APT,OSC,OSS,TENTRB,MON
MON,APT,OSC,OSS,TEQTRC,MON
MON,APT,OSC,OSS,TRO,MON
MON,APT,OSC,STASTB,TRO,MON
MON,APT,OSC,STC,TENTRB,MON
MON,APT,OSC,STC,TEQTRC,MON
MON,APT,OSC,STC,TRO,MON
MON,APT,OSC,TENTRB,TEQTRC,MON
MON,APT,OSC,TENTRB,TRO,MON
MON,APT,OSC,TEQTRC,TRO,MON
MON,APT,OSE,OSOVFB,TRO,MON
MON,APT,OSE,OSS,TENTRB,MON
MON,APT,OSE,OSS,TEQTRC,MON
MON,APT,OSE,OSS,TRO,MON
MON,APT,OSE,STC,TRO,MON
MON,APT,OSE,TENTRB,TRO,MON
MON,APT,OSE,TEQTRC,TRO,MON
MON,APT,OSOVFB,OSS,STC,MON
MON,APT,OSOVFB,OSS,TENTRB,MON
MON,APT,OSOVFB,OSS,TEQTRC,MON
MON,APT,OSOVFB,OSS,TRO,MON
MON,APT,OSOVFB,STC,TENTRB,MON
MON,APT,OSOVFB,STC,TRO,MON
MON,APT,OSOVFB,TENTRB,TEQTRC,MON
MON,APT,OSOVFB,TENTRB,TRO,MON
MON,APT,OSOVFB,TEQTRC,TRO,MON
MON,APT,OSS,STASTB,TRO,MON
MON,APT,OSS,STC,TENTRB,MON
MON,APT,OSS,STC,TEQTRC,MON
MON,APT,OSS,STC,TRO,MON
MON,APT,OSS,TENTRB,TEQTRC,MON
MON,APT,OSS,TENTRB,TRO,MON
MON,APT,OSS,TEQTRC,TRO,MON
MON,APT,STASTB,TENTRB,TRO,MON
MON,APT,STC,TENTRB,TEQTRC,MON
MON,APT,STC,TENTRB,TRO,MON
MON,APT,STC,TEQTRC,TRO,MON
MON,APT,TENTRB,TEQTRC,TRO,MON
MON,ASL,DAB,KVB,MID,MON
MON,ASL,DAB,KVB,OSC,MON
MON,ASL,DAB,KVB,OSS,MON
MON,ASL,DAB,KVB,TRO,MON
MON,ASL,DAB,MID,OSC,MON
MON,ASL,DAB,MID,OSS,MON
MON,ASL,DAB,MID,TRO,MON
MON,ASL,DAB,OSC,TRO,MON
MON,ASL,DAB,OSS,TRO,MON
MON,ASL,DAB,TENTRB,TRO,MON
MON,ASL,DSA,DSS,KVB,MON
MON,ASL,DSA,DSS,MID,MON
MON,ASL,DSA,DSS,TRO,MON
MON,ASL,DSA,GFC,KVB,MON
MON,ASL,DSA,GFC,MID,MON
MON,ASL,DSA,GFC,OSC,MON
MON,ASL,DSA,GFC,OSS,MON
MON,ASL,DSA,GFC,TRO,MON
MON,ASL,DSA,KVB,MID,MON
MON,ASL,DSA,KVB,NLNVAL,MON
MON,ASL,DSA,KVB,OSC,MON
MON,ASL,DSA,KVB,OSOVFB,MON
MON,ASL,DSA,KVB,OSS,MON
MON,ASL,DSA,KVB,STC,MON
MON,ASL,DSA,KVB,TENTRB,MON
MON,ASL,DSA,KVB,TEQTRC,MON
MON,ASL,DSA,KVB,TRO,MON
MON,ASL,DSA,MID,NLNVAL,MON
MON,ASL,DSA,MID,OSC,MON
MON,ASL,DSA,MID,OSOVFB,MON
MON,ASL,DSA,MID,OSS,MON
MON,ASL,DSA,MID,STC,MON
MON,ASL,DSA,MID,TENTRB,MON
MON,ASL,DSA,MID,TEQTRC,MON
MON,ASL,DSA,MID,TRO,MON
MON,ASL,DSA,NLNVAL,TRO,MON
MON,ASL,DSA,OSC,OSS,MON
MON,ASL,DSA,OSC,TENTRB,MON
MON,ASL,DSA,OSC,TEQTRC,MON
MON,ASL,DSA,OSC,TRO,MON
MON,ASL,DSA,OSOVFB,TRO,MON
MON,ASL,DSA,OSS,TENTRB,MON
MON,ASL,DSA,OSS,TEQTRC,MON
MON,ASL,DSA,OSS,TRO,MON
MON,ASL,DSA,STC,TRO,MON
MON,ASL,DSA,TENTRB,TRO,MON
MON,ASL,DSA,TEQTRC,TRO,MON
MON,ASL,DSS,GFC,KVB,MON
MON,ASL,DSS,GFC,MID,MON
MON,ASL,DSS,GFC,OSC,MON
MON,ASL,DSS,GFC,OSS,MON
MON,ASL,DSS,GFC,TRO,MON
MON,ASL,DSS,KVB,MID,MON
MON,ASL,DSS,KVB,NLNVAL,MON
MON,ASL,DSS,KVB,OSC,MON
MON,ASL,DSS,KVB,OSOVFB,MON
MON,ASL,DSS,KVB,OSS,MON
MON,ASL,DSS,KVB,STC,MON
MON,ASL,DSS,KVB,TENTRB,MON
MON,ASL,DSS,KVB,TEQTRC,MON
MON,ASL,DSS,KVB,TRO,MON
MON,ASL,DSS,MID,NLNVAL,MON
MON,ASL,DSS,MID,OSC,MON
MON,ASL,DSS,MID,OSOVFB,MON
MON,ASL,DSS,MID,OSS,MON
MON,ASL,DSS,MID,STC,MON
MON,ASL,DSS,MID,TENTRB,MON
MON,ASL,DSS,MID,TEQTRC,MON
MON,ASL,DSS,MID,TRO,MON
MON,ASL,DSS,NLNVAL,TRO,MON
MON,ASL,DSS,OSC,OSS,MON
MON,ASL,DSS,OSC,TENTRB,MON
MON,ASL,DSS,OSC,TEQTRC,MON
MON,ASL,DSS,OSC,TRO,MON
MON,ASL,DSS,OSOVFB,TRO,MON
MON,ASL,DSS,OSS,TENTRB,MON
MON,ASL,DSS,OSS,TEQTRC,MON
MON,ASL,DSS,OSS,TRO,MON
MON,ASL,DSS,STC,TRO,MON
MON,ASL,DSS,TENTRB,TRO,MON
MON,ASL,DSS,TEQTRC,TRO,MON
MON,ASL,GFAGFB,KVB,TRO,MON
MON,ASL,GFAGFB,MID,TRO,MON
MON,ASL,GFC,KVB,MID,MON
MON,ASL,GFC,KVB,NLNVAL,MON
MON,ASL,GFC,KVB,OSC,MON
MON,ASL,GFC,KVB,OSE,MON
MON,ASL,GFC,KVB,OSOVFB,MON
MON,ASL,GFC,KVB,OSS,MON
MON,ASL,GFC,KVB,STC,MON
MON,ASL,GFC,KVB,TENTRB,MON
MON,ASL,GFC,KVB,TEQTRC,MON
MON,ASL,GFC,KVB,TRO,MON
MON,ASL,GFC,MID,NLNVAL,MON
MON,ASL,GFC,MID,OSC,MON
MON,ASL,GFC,MID,OSE,MON
MON,ASL,GFC,MID,OSOVFB,MON
MON,ASL,GFC,MID,OSS,MON
MON,ASL,GFC,MID,STC,MON
MON,ASL,GFC,MID,TENTRB,MON
MON,ASL,GFC,MID,TEQTRC,MON
MON,ASL,GFC,MID,TRO,MON
MON,ASL,GFC,NLNVAL,OSC,MON
MON,ASL,GFC,NLNVAL,OSS,MON
MON,ASL,GFC,NLNVAL,TRO,MON
MON,ASL,GFC,OSC,OSOVFB,MON
MON,ASL,GFC,OSC,OSS,MON
MON,ASL,GFC,OSC,STC,MON
MON,ASL,GFC,OSC,TENTRB,MON
MON,ASL,GFC,OSC,TEQTRC,MON
MON,ASL,GFC,OSC,TRO,MON
MON,ASL,GFC,OSE,TRO,MON
MON,ASL,GFC,OSOVFB,OSS,MON
MON,ASL,GFC,OSOVFB,TRO,MON
MON,ASL,GFC,OSS,STC,MON
MON,ASL,GFC,OSS,TENTRB,MON
MON,ASL,GFC,OSS,TEQTRC,MON
MON,ASL,GFC,OSS,TRO,MON
MON,ASL,GFC,STC,TRO,MON
MON,ASL,GFC,TENTRB,TRO,MON
MON,ASL,GFC,TEQTRC,TRO,MON
MON,ASL,KVB,MID,NLNVAL,MON
MON,ASL,KVB,MID,OSC,MON
MON,ASL,KVB,MID,OSE,MON
MON,ASL,KVB,MID,OSOVFB,MON
MON,ASL,KVB,MID,OSS,MON
MON,ASL,KVB,MID,STASTB,MON
MON,ASL,KVB,MID,STC,MON
MON,ASL,KVB,MID,TENTRB,MON
MON,ASL,KVB,MID,TEQTRC,MON
MON,ASL,KVB,MID,TRO,MON
MON,ASL,KVB,NLNVAL,OSC,MON
MON,ASL,KVB,NLNVAL,OSOVFB,MON
MON,ASL,KVB,NLNVAL,OSS,MON
MON,ASL,KVB,NLNVAL,STC,MON
MON,ASL,KVB,NLNVAL,TENTRB,MON
MON,ASL,KVB,NLNVAL,TEQTRC,MON
MON,ASL,KVB,NLNVAL,TRO,MON
MON,ASL,KVB,OSC,OSE,MON
MON,ASL,KVB,OSC,OSOVFB,MON
MON,ASL,KVB,OSC,OSS,MON
MON,ASL,KVB,OSC,STC,MON
MON,ASL,KVB,OSC,TENTRB,MON
MON,ASL,KVB,OSC,TEQTRC,MON
MON,ASL,KVB,OSC,TRO,MON
MON,ASL,KVB,OSE,OSS,MON
MON,ASL,KVB,OSE,TENTRB,MON
MON,ASL,KVB,OSE,TRO,MON
MON,ASL,KVB,OSOVFB,OSS,MON
MON,ASL,KVB,OSOVFB,STC,MON
MON,ASL,KVB,OSOVFB,TENTRB,MON
MON,ASL,KVB,OSOVFB,TEQTRC,MON
MON,ASL,KVB,OSOVFB,TRO,MON
MON,ASL,KVB,OSS,STC,MON
MON,ASL,KVB,OSS,TENTRB,MON
MON,ASL,KVB,OSS,TEQTRC,MON
MON,ASL,KVB,OSS,TRO,MON
MON,ASL,KVB,STASTB,TRO,MON
MON,ASL,KVB,STC,TENTRB,MON
MON,ASL,KVB,STC,TEQTRC,MON
MON,ASL,KVB,STC,TRO,MON
MON,ASL,KVB,TENTRB,TEQTRC,MON
MON,ASL,KVB,TENTRB,TRO,MON
MON,ASL,KVB,TEQTRC,TRO,MON
MON,ASL,MID,NLNVAL,OSC,MON
MON,ASL,MID,NLNVAL,OSOVFB,MON
MON,ASL,MID,NLNVAL,OSS,MON
MON,ASL,MID,NLNVAL,STC,MON
MON,ASL,MID,NLNVAL,TENTRB,MON
MON,ASL,MID,NLNVAL,TEQTRC,MON
MON,ASL,MID,NLNVAL,TRO,MON
MON,ASL,MID,OSC,OSE,MON
MON,ASL,MID,OSC,OSOVFB,MON
MON,ASL,MID,OSC,OSS,MON
MON,ASL,MID,OSC,STC,MON
MON,ASL,MID,OSC,TENTRB,MON
MON,ASL,MID,OSC,TEQTRC,MON
MON,ASL,MID,OSC,TRO,MON
MON,ASL,MID,OSE,OSS,MON
MON,ASL,MID,OSE,TENTRB,MON
MON,ASL,MID,OSE,TRO,MON
MON,ASL,MID,OSOVFB,OSS,MON
MON,ASL,MID,OSOVFB,STC,MON
MON,ASL,MID,OSOVFB,TENTRB,MON
MON,ASL,MID,OSOVFB,TEQTRC,MON
MON,ASL,MID,OSOVFB,TRO,MON
MON,ASL,MID,OSS,STC,MON
MON,ASL,MID,OSS,TENTRB,MON
MON,ASL,MID,OSS,TEQTRC,MON
MON,ASL,MID,OSS,TRO,MON
MON,ASL,MID,STASTB,TRO,MON
MON,ASL,MID,STC,TENTRB,MON
MON,ASL,MID,STC,TEQTRC,MON
MON,ASL,MID,STC,TRO,MON
MON,ASL,MID,TENTRB,TEQTRC,MON
MON,ASL,MID,TENTRB,TRO,MON
MON,ASL,MID,TEQTRC,TRO,MON
MON,ASL,NLNVAL,OSC,OSS,MON
MON,ASL,NLNVAL,OSC,TENTRB,MON
MON,ASL,NLNVAL,OSC,TEQTRC,MON
MON,ASL,NLNVAL,OSC,TRO,MON
MON,ASL,NLNVAL,OSOVFB,TRO,MON
MON,ASL,NLNVAL,OSS,TENTRB,MON
MON,ASL,NLNVAL,OSS,TEQTRC,MON
MON,ASL,NLNVAL,OSS,TRO,MON
MON,ASL,NLNVAL,STC,TRO,MON
MON,ASL,NLNVAL,TENTRB,TRO,MON
MON,ASL,NLNVAL,TEQTRC,TRO,MON
MON,ASL,OSC,OSE,OSS,MON
MON,ASL,OSC,OSE,TRO,MON
MON,ASL,OSC,OSOVFB,OSS,MON
MON,ASL,OSC,OSOVFB,TENTRB,MON
MON,ASL,OSC,OSOVFB,TEQTRC,MON
MON,ASL,OSC,OSOVFB,TRO,MON
MON,ASL,OSC,OSS,STC,MON
MON,ASL,OSC,OSS,TENTRB,MON
MON,ASL,OSC,OSS,TEQTRC,MON
MON,ASL,OSC,OSS,TRO,MON
MON,ASL,OSC,STC,TENTRB,MON
MON,ASL,OSC,STC,TEQTRC,MON
MON,ASL,OSC,STC,TRO,MON
MON,ASL,OSC,TENTRB,TEQTRC,MON
MON,ASL,OSC,TENTRB,TRO,MON
MON,ASL,OSC,TEQTRC,TRO,MON
MON,ASL,OSE,OSS,TRO,MON
MON,ASL,OSE,TENTRB,TRO,MON
MON,ASL,OSE,TEQTRC,TRO,MON
MON,ASL,OSOVFB,OSS,TENTRB,MON
MON,ASL,OSOVFB,OSS,TEQTRC,MON
MON,ASL,OSOVFB,OSS,TRO,MON
MON,ASL,OSOVFB,STC,TRO,MON
MON,ASL,OSOVFB,TENTRB,TRO,MON
MON,ASL,OSOVFB,TEQTRC,TRO,MON
MON,ASL,OSS,STC,TENTRB,MON
MON,ASL,OSS,STC,TEQTRC,MON
MON,ASL,OSS,STC,TRO,MON
MON,ASL,OSS,TENTRB,TEQTRC,MON
MON,ASL,OSS,TENTRB,TRO,MON
MON,ASL,OSS,TEQTRC,TRO,MON
MON,ASL,STC,TENTRB,TRO,MON
MON,ASL,STC,TEQTRC,TRO,MON
MON,ASL,TENTRB,TEQTRC,TRO,MON
MON,DAB,DSA,KVB,MID,MON
MON,DAB,DSA,KVB,TRO,MON
MON,DAB,DSA,MID,TRO,MON
MON,DAB,DSA,OSC,TRO,MON
MON,DAB,DSA,OSS,TRO,MON
MON,DAB,DSS,KVB,MID,MON
MON,DAB,DSS,KVB,TRO,MON
MON,DAB,DSS,MID,TRO,MON
MON,DAB,DSS,OSC,TRO,MON
MON,DAB,DSS,OSS,TRO,MON
MON,DAB,GFC,KVB,MID,MON
MON,DAB,GFC,KVB,OSC,MON
MON,DAB,GFC,KVB,OSS,MON
MON,DAB,GFC,KVB,TRO,MON
MON,DAB,GFC,MID,OSC,MON
MON,DAB,GFC,MID,OSS,MON
MON,DAB,GFC,MID,TRO,MON
MON,DAB,GFC,OSC,TRO,MON
MON,DAB,GFC,OSS,TRO,MON
MON,DAB,GFC,TENTRB,TRO,MON
MON,DAB,KVB,MID,NLNVAL,MON
MON,DAB,KVB,MID,OSC,MON
MON,DAB,KVB,MID,OSOVFB,MON
MON,DAB,KVB,MID,OSS,MON
MON,DAB,KVB,MID,STC,MON
MON,DAB,KVB,MID,TENTRB,MON
MON,DAB,KVB,MID,TEQTRC,MON
MON,DAB,KVB,MID,TRO,MON
MON,DAB,KVB,NLNVAL,TRO,MON
MON,DAB,KVB,OSC,OSS,MON
MON,DAB,KVB,OSC,TENTRB,MON
MON,DAB,KVB,OSC,TEQTRC,MON
MON,DAB,KVB,OSC,TRO,MON
MON,DAB,KVB,OSOVFB,TRO,MON
MON,DAB,KVB,OSS,TENTRB,MON
MON,DAB,KVB,OSS,TEQTRC,MON
MON,DAB,KVB,OSS,TRO,MON
MON,DAB,KVB,STC,TRO,MON
MON,DAB,KVB,TENTRB,TRO,MON
MON,DAB,KVB,TEQTRC,TRO,MON
MON,DAB,MID,NLNVAL,TRO,MON
MON,DAB,MID,OSC,OSS,MON
MON,DAB,MID,OSC,TENTRB,MON
MON,DAB,MID,OSC,TEQTRC,MON
MON,DAB,MID,OSC,TRO,MON
MON,DAB,MID,OSOVFB,TRO,MON
MON,DAB,MID,OSS,TENTRB,MON
MON,DAB,MID,OSS,TEQTRC,MON
MON,DAB,MID,OSS,TRO,MON
MON,DAB,MID,STC,TRO,MON
MON,DAB,MID,TENTRB,TRO,MON
MON,DAB,MID,TEQTRC,TRO,MON
MON,DAB,NLNVAL,OSC,TRO,MON
MON,DAB,NLNVAL,OSS,TRO,MON
MON,DAB,OSC,OSOVFB,TRO,MON
MON,DAB,OSC,OSS,TENTRB,MON
MON,DAB,OSC,OSS,TRO,MON
MON,DAB,OSC,STC,TRO,MON
MON,DAB,OSC,TENTRB,TRO,MON
MON,DAB,OSC,TEQTRC,TRO,MON
MON,DAB,OSOVFB,OSS,TRO,MON
MON,DAB,OSS,STC,TRO,MON
MON,DAB,OSS,TENTRB,TRO,MON
MON,DAB,OSS,TEQTRC,TRO,MON
MON,DSA,DSS,GFC,KVB,MON
MON,DSA,DSS,GFC,MID,MON
MON,DSA,DSS,GFC,TRO,MON
MON,DSA,DSS,KVB,MID,MON
MON,DSA,DSS,KVB,OSC,MON
MON,DSA,DSS,KVB,OSS,MON
MON,DSA,DSS,KVB,TENTRB,MON
MON,DSA,DSS,KVB,TEQTRC,MON
MON,DSA,DSS,KVB,TRO,MON
MON,DSA,DSS,MID,OSC,MON
MON,DSA,DSS,MID,OSS,MON
MON,DSA,DSS,MID,TENTRB,MON
MON,DSA,DSS,MID,TEQTRC,MON
MON,DSA,DSS,MID,TRO,MON
MON,DSA,DSS,NLNVAL,TRO,MON
MON,DSA,DSS,OSC,OSS,MON
MON,DSA,DSS,OSC,TENTRB,MON
MON,DSA,DSS,OSC,TRO,MON
MON,DSA,DSS,OSOVFB,TRO,MON
MON,DSA,DSS,OSS,TENTRB,MON
MON,DSA,DSS,OSS,TRO,MON
MON,DSA,DSS,STC,TRO,MON
MON,DSA,DSS,TENTRB,TRO,MON
MON,DSA,DSS,TEQTRC,TRO,MON
MON,DSA,GFC,KVB,MID,MON
MON,DSA,GFC,KVB,NLNVAL,MON
MON,DSA,GFC,KVB,OSC,MON
MON,DSA,GFC,KVB,OSOVFB,MON
MON,DSA,GFC,KVB,OSS,MON
MON,DSA,GFC,KVB,STC,MON
MON,DSA,GFC,KVB,TENTRB,MON
MON,DSA,GFC,KVB,TEQTRC,MON
MON,DSA,GFC,KVB,TRO,MON
MON,DSA,GFC,MID,NLNVAL,MON
MON,DSA,GFC,MID,OSC,MON
MON,DSA,GFC,MID,OSOVFB,MON
MON,DSA,GFC,MID,OSS,MON
MON,DSA,GFC,MID,STC,MON
MON,DSA,GFC,MID,TENTRB,MON
MON,DSA,GFC,MID,TEQTRC,MON
MON,DSA,GFC,MID,TRO,MON
MON,DSA,GFC,NLNVAL,TRO,MON
MON,DSA,GFC,OSC,OSS,MON
MON,DSA,GFC,OSC,TENTRB,MON
MON,DSA,GFC,OSC,TEQTRC,MON
MON,DSA,GFC,OSC,TRO,MON
MON,DSA,GFC,OSOVFB,TRO,MON
MON,DSA,GFC,OSS,TENTRB,MON
MON,DSA,GFC,OSS,TEQTRC,MON
MON,DSA,GFC,OSS,TRO,MON
MON,DSA,GFC,STC,TRO,MON
MON,DSA,GFC,TENTRB,TRO,MON
MON,DSA,GFC,TEQTRC,TRO,MON
MON,DSA,KVB,MID,NLNVAL,MON
MON,DSA,KVB,MID,OSC,MON
MON,DSA,KVB,MID,OSE,MON
MON,DSA,KVB,MID,OSOVFB,MON
MON,DSA,KVB,MID,OSS,MON
MON,DSA,KVB,MID,STC,MON
MON,DSA,KVB,MID,TENTRB,MON
MON,DSA,KVB,MID,TEQTRC,MON
MON,DSA,KVB,MID,TRO,MON
MON,DSA,KVB,NLNVAL,OSC,MON
MON,DSA,KVB,NLNVAL,OSS,MON
MON,DSA,KVB,NLNVAL,TENTRB,MON
MON,DSA,KVB,NLNVAL,TEQTRC,MON
MON,DSA,KVB,NLNVAL,TRO,MON
MON,DSA,KVB,OSC,OSE,MON
MON,DSA,KVB,OSC,OSOVFB,MON
MON,DSA,KVB,OSC,OSS,MON
MON,DSA,KVB,OSC,STC,MON
MON,DSA,KVB,OSC,TENTRB,MON
MON,DSA,KVB,OSC,TEQTRC,MON
MON,DSA,KVB,OSC,TRO,MON
MON,DSA,KVB,OSE,OSS,MON
MON,DSA,KVB,OSE,TRO,MON
MON,DSA,KVB,OSOVFB,OSS,MON
MON,DSA,KVB,OSOVFB,TENTRB,MON
MON,DSA,KVB,OSOVFB,TEQTRC,MON
MON,DSA,KVB,OSOVFB,TRO,MON
MON,DSA,KVB,OSS,STC,MON
MON,DSA,KVB,OSS,TENTRB,MON
MON,DSA,KVB,OSS,TEQTRC,MON
MON,DSA,KVB,OSS,TRO,MON
MON,DSA,KVB,STC,TENTRB,MON
MON,DSA,KVB,STC,TEQTRC,MON
MON,DSA,KVB,STC,TRO,MON
MON,DSA,KVB,TENTRB,TEQTRC,MON
MON,DSA,KVB,TENTRB,TRO,MON
MON,DSA,KVB,TEQTRC,TRO,MON
MON,DSA,MID,NLNVAL,OSC,MON
MON,DSA,MID,NLNVAL,OSS,MON
MON,DSA,MID,NLNVAL,TENTRB,MON
MON,DSA,MID,NLNVAL,TEQTRC,MON
MON,DSA,MID,NLNVAL,TRO,MON
MON,DSA,MID,OSC,OSE,MON
MON,DSA,MID,OSC,OSOVFB,MON
MON,DSA,MID,OSC,OSS,MON
MON,DSA,MID,OSC,STC,MON
MON,DSA,MID,OSC,TENTRB,MON
MON,DSA,MID,OSC,TEQTRC,MON
MON,DSA,MID,OSC,TRO,MON
MON,DSA,MID,OSE,OSS,MON
MON,DSA,MID,OSE,TRO,MON
MON,DSA,MID,OSOVFB,OSS,MON
MON,DSA,MID,OSOVFB,TENTRB,MON
MON,DSA,MID,OSOVFB,TEQTRC,MON
MON,DSA,MID,OSOVFB,TRO,MON
MON,DSA,MID,OSS,STC,MON
MON,DSA,MID,OSS,TENTRB,MON
MON,DSA,MID,OSS,TEQTRC,MON
MON,DSA,MID,OSS,TRO,MON
MON,DSA,MID,STC,TENTRB,MON
MON,DSA,MID,STC,TEQTRC,MON
MON,DSA,MID,STC,TRO,MON
MON,DSA,MID,TENTRB,TEQTRC,MON
MON,DSA,MID,TENTRB,TRO,MON
MON,DSA,MID,TEQTRC,TRO,MON
MON,DSA,NLNVAL,OSC,OSS,MON
MON,DSA,NLNVAL,OSC,TENTRB,MON
MON,DSA,NLNVAL,OSC,TRO,MON
MON,DSA,NLNVAL,OSOVFB,TRO,MON
MON,DSA,NLNVAL,OSS,TENTRB,MON
MON,DSA,NLNVAL,OSS,TRO,MON
MON,DSA,NLNVAL,STC,TRO,MON
MON,DSA,NLNVAL,TENTRB,TRO,MON
MON,DSA,NLNVAL,TEQTRC,TRO,MON
MON,DSA,OSC,OSE,TRO,MON
MON,DSA,OSC,OSOVFB,OSS,MON
MON,DSA,OSC,OSOVFB,TENTRB,MON
MON,DSA,OSC,OSOVFB,TRO,MON
MON,DSA,OSC,OSS,STC,MON
MON,DSA,OSC,OSS,TENTRB,MON
MON,DSA,OSC,OSS,TEQTRC,MON
MON,DSA,OSC,OSS,TRO,MON
MON,DSA,OSC,STC,TENTRB,MON
MON,DSA,OSC,STC,TRO,MON
MON,DSA,OSC,TENTRB,TEQTRC,MON
MON,DSA,OSC,TENTRB,TRO,MON
MON,DSA,OSC,TEQTRC,TRO,MON
MON,DSA,OSE,OSS,TRO,MON
MON,DSA,OSE,TENTRB,TRO,MON
MON,DSA,OSOVFB,OSS,TENTRB,MON
MON,DSA,OSOVFB,OSS,TRO,MON
MON,DSA,OSOVFB,STC,TRO,MON
MON,DSA,OSOVFB,TENTRB,TRO,MON
MON,DSA,OSOVFB,TEQTRC,TRO,MON
MON,DSA,OSS,STC,TENTRB,MON
MON,DSA,OSS,STC,TRO,MON
MON,DSA,OSS,TENTRB,TEQTRC,MON
MON,DSA,OSS,TENTRB,TRO,MON
MON,DSA,OSS,TEQTRC,TRO,MON
MON,DSA,STC,TENTRB,TRO,MON
MON,DSA,STC,TEQTRC,TRO,MON
MON,DSA,TENTRB,TEQTRC,TRO,MON
MON,DSS,GFC,KVB,MID,MON
MON,DSS,GFC,KVB,NLNVAL,MON
MON,DSS,GFC,KVB,OSC,MON
MON,DSS,GFC,KVB,OSOVFB,MON
MON,DSS,GFC,KVB,OSS,MON
MON,DSS,GFC,KVB,STC,MON
MON,DSS,GFC,KVB,TENTRB,MON
MON,DSS,GFC,KVB,TEQTRC,MON
MON,DSS,GFC,KVB,TRO,MON
MON,DSS,GFC,MID,NLNVAL,MON
MON,DSS,GFC,MID,OSC,MON
MON,DSS,GFC,MID,OSOVFB,MON
MON,DSS,GFC,MID,OSS,MON
MON,DSS,GFC,MID,STC,MON
MON,DSS,GFC,MID,TENTRB,MON
MON,DSS,GFC,MID,TEQTRC,MON
MON,DSS,GFC,MID,TRO,MON
MON,DSS,GFC,NLNVAL,TRO,MON
MON,DSS,GFC,OSC,OSS,MON
MON,DSS,GFC,OSC,TENTRB,MON
MON,DSS,GFC,OSC,TEQTRC,MON
MON,DSS,GFC,OSC,TRO,MON
MON,DSS,GFC,OSOVFB,TRO,MON
MON,DSS,GFC,OSS,TENTRB,MON
MON,DSS,GFC,OSS,TEQTRC,MON
MON,DSS,GFC,OSS,TRO,MON
MON,DSS,GFC,STC,TRO,MON
MON,DSS,GFC,TENTRB,TRO,MON
MON,DSS,GFC,TEQTRC,TRO,MON
MON,DSS,KVB,MID,NLNVAL,MON
MON,DSS,KVB,MID,OSC,MON
MON,DSS,KVB,MID,OSE,MON
MON,DSS,KVB,MID,OSOVFB,MON
MON,DSS,KVB,MID,OSS,MON
MON,DSS,KVB,MID,STC,MON
MON,DSS,KVB,MID,TENTRB,MON
MON,DSS,KVB,MID,TEQTRC,MON
MON,DSS,KVB,MID,TRO,MON
MON,DSS,KVB,NLNVAL,OSC,MON
MON,DSS,KVB,NLNVAL,OSS,MON
MON,DSS,KVB,NLNVAL,TENTRB,MON
MON,DSS,KVB,NLNVAL,TEQTRC,MON
MON,DSS,KVB,NLNVAL,TRO,MON
MON,DSS,KVB,OSC,OSE,MON
MON,DSS,KVB,OSC,OSOVFB,MON
MON,DSS,KVB,OSC,OSS,MON
MON,DSS,KVB,OSC,STC,MON
MON,DSS,KVB,OSC,TENTRB,MON
MON,DSS,KVB,OSC,TEQTRC,MON
MON,DSS,KVB,OSC,TRO,MON
MON,DSS,KVB,OSE,OSS,MON
MON,DSS,KVB,OSE,TRO,MON
MON,DSS,KVB,OSOVFB,OSS,MON
MON,DSS,KVB,OSOVFB,TENTRB,MON
MON,DSS,KVB,OSOVFB,TEQTRC,MON
MON,DSS,KVB,OSOVFB,TRO,MON
MON,DSS,KVB,OSS,STC,MON
MON,DSS,KVB,OSS,TENTRB,MON
MON,DSS,KVB,OSS,TEQTRC,MON
MON,DSS,KVB,OSS,TRO,MON
MON,DSS,KVB,STC,TENTRB,MON
MON,DSS,KVB,STC,TEQTRC,MON
MON,DSS,KVB,STC,TRO,MON
MON,DSS,KVB,TENTRB,TEQTRC,MON
MON,DSS,KVB,TENTRB,TRO,MON
MON,DSS,KVB,TEQTRC,TRO,MON
MON,DSS,MID,NLNVAL,OSC,MON
MON,DSS,MID,NLNVAL,OSS,MON
MON,DSS,MID,NLNVAL,TENTRB,MON
MON,DSS,MID,NLNVAL,TEQTRC,MON
MON,DSS,MID,NLNVAL,TRO,MON
MON,DSS,MID,OSC,OSE,MON
MON,DSS,MID,OSC,OSOVFB,MON
MON,DSS,MID,OSC,OSS,MON
MON,DSS,MID,OSC,STC,MON
MON,DSS,MID,OSC,TENTRB,MON
MON,DSS,MID,OSC,TEQTRC,MON
MON,DSS,MID,OSC,TRO,MON
MON,DSS,MID,OSE,OSS,MON
MON,DSS,MID,OSE,TRO,MON
MON,DSS,MID,OSOVFB,OSS,MON
MON,DSS,MID,OSOVFB,TENTRB,MON
MON,DSS,MID,OSOVFB,TEQTRC,MON
MON,DSS,MID,OSOVFB,TRO,MON
MON,DSS,MID,OSS,STC,MON
