Mon,APT,GF,Mon
Mon,APT,ST,Mon
Mon,ASL,GF,Mon
Mon,ASL,ST,Mon
Mon,DAB,OSE,Mon
Mon,DSA,GF,Mon
Mon,DSA,ST,Mon
Mon,DSS,GF,Mon
Mon,DSS,ST,Mon
Mon,GF,KVB,Mon
Mon,GF,MID,Mon
Mon,GF,NLNVAL,Mon
Mon,GF,OSC,Mon
Mon,GF,OSO,Mon
Mon,GF,OSS,Mon
Mon,GF,TENTRB,Mon
Mon,GF,TEQTRC,Mon
Mon,GF,TRO,Mon
Mon,GF,VFB,Mon
Mon,KVB,ST,Mon
Mon,MID,ST,Mon
Mon,NLNVAL,ST,Mon
Mon,OSC,ST,Mon
Mon,OSO,ST,Mon
Mon,OSS,ST,Mon
Mon,ST,TENTRB,Mon
Mon,ST,TEQTRC,Mon
Mon,ST,TRO,Mon
Mon,ST,VFB,Mon
Mon,DSS,NLNVAL,OSC,OSO,Mon
Mon,DSS,NLNVAL,OSC,OSS,Mon
Mon,DSS,NLNVAL,OSC,TENTRB,Mon
Mon,DSS,NLNVAL,OSC,TRO,Mon
Mon,DSS,NLNVAL,OSC,VFB,Mon
Mon,DSS,NLNVAL,OSO,OSS,Mon
Mon,DSS,NLNVAL,OSO,TENTRB,Mon
Mon,DSS,NLNVAL,OSO,TEQTRC,Mon
Mon,DSS,NLNVAL,OSO,TRO,Mon
Mon,DSS,NLNVAL,OSO,VFB,Mon
Mon,DSS,NLNVAL,OSS,TENTRB,Mon
Mon,DSS,NLNVAL,OSS,TRO,Mon
Mon,DSS,NLNVAL,OSS,VFB,Mon
Mon,DSS,NLNVAL,TENTRB,TRO,Mon
Mon,DSS,NLNVAL,TENTRB,VFB,Mon
Mon,DSS,NLNVAL,TEQTRC,TRO,Mon
Mon,DSS,NLNVAL,TRO,VFB,Mon
Mon,DSS,OSC,OSE,OSO,Mon
Mon,DSS,OSC,OSE,TRO,Mon
Mon,DSS,OSC,OSO,OSS,Mon
Mon,DSS,OSC,OSO,TENTRB,Mon
Mon,DSS,OSC,OSO,TEQTRC,Mon
Mon,DSS,OSC,OSO,TRO,Mon
Mon,DSS,OSC,OSO,VFB,Mon
Mon,DSS,OSC,OSS,TENTRB,Mon
Mon,DSS,OSC,OSS,TEQTRC,Mon
Mon,DSS,OSC,OSS,TRO,Mon
Mon,DSS,OSC,OSS,VFB,Mon
Mon,DSS,OSC,TENTRB,TEQTRC,Mon
Mon,DSS,OSC,TENTRB,TRO,Mon
Mon,DSS,OSC,TENTRB,VFB,Mon
Mon,DSS,OSC,TEQTRC,TRO,Mon
Mon,DSS,OSC,TEQTRC,VFB,Mon
Mon,DSS,OSC,TRO,VFB,Mon
Mon,DSS,OSE,OSO,OSS,Mon
Mon,DSS,OSE,OSO,TRO,Mon
Mon,DSS,OSE,OSO,VFB,Mon
Mon,DSS,OSE,OSS,TRO,Mon
Mon,DSS,OSE,TENTRB,TRO,Mon
Mon,DSS,OSE,TRO,VFB,Mon
Mon,DSS,OSO,OSS,TENTRB,Mon
Mon,DSS,OSO,OSS,TEQTRC,Mon
Mon,DSS,OSO,OSS,TRO,Mon
Mon,DSS,OSO,OSS,VFB,Mon
Mon,DSS,OSO,TENTRB,TEQTRC,Mon
Mon,DSS,OSO,TENTRB,TRO,Mon
Mon,DSS,OSO,TENTRB,VFB,Mon
Mon,DSS,OSO,TEQTRC,TRO,Mon
Mon,DSS,OSO,TEQTRC,VFB,Mon
Mon,DSS,OSO,TRO,VFB,Mon
Mon,DSS,OSS,TENTRB,TEQTRC,Mon
Mon,DSS,OSS,TENTRB,TRO,Mon
Mon,DSS,OSS,TENTRB,VFB,Mon
Mon,DSS,OSS,TEQTRC,TRO,Mon
Mon,DSS,OSS,TRO,VFB,Mon
Mon,DSS,TENTRB,TEQTRC,TRO,Mon
Mon,DSS,TENTRB,TEQTRC,VFB,Mon
Mon,DSS,TENTRB,TRO,VFB,Mon
Mon,DSS,TEQTRC,TRO,VFB,Mon
Mon,KVB,MID,NLNVAL,OSC,Mon
Mon,KVB,MID,NLNVAL,OSE,Mon
Mon,KVB,MID,NLNVAL,OSO,Mon
Mon,KVB,MID,NLNVAL,OSS,Mon
Mon,KVB,MID,NLNVAL,TENTRB,Mon
Mon,KVB,MID,NLNVAL,TEQTRC,Mon
Mon,KVB,MID,NLNVAL,VFB,Mon
Mon,KVB,MID,OSC,OSE,Mon
Mon,KVB,MID,OSC,TEQTRC,Mon
Mon,KVB,MID,OSE,OSO,Mon
Mon,KVB,MID,OSE,OSS,Mon
Mon,KVB,MID,OSE,TENTRB,Mon
Mon,KVB,MID,OSE,TEQTRC,Mon
Mon,KVB,MID,OSE,TRO,Mon
Mon,KVB,MID,OSE,VFB,Mon
Mon,KVB,MID,OSS,TEQTRC,Mon
Mon,KVB,MID,TENTRB,TEQTRC,Mon
Mon,KVB,MID,TEQTRC,VFB,Mon
Mon,KVB,NLNVAL,OSC,OSE,Mon
Mon,KVB,NLNVAL,OSC,OSO,Mon
Mon,KVB,NLNVAL,OSC,OSS,Mon
Mon,KVB,NLNVAL,OSC,TENTRB,Mon
Mon,KVB,NLNVAL,OSC,TEQTRC,Mon
Mon,KVB,NLNVAL,OSC,TRO,Mon
Mon,KVB,NLNVAL,OSC,VFB,Mon
Mon,KVB,NLNVAL,OSE,OSO,Mon
Mon,KVB,NLNVAL,OSE,OSS,Mon
Mon,KVB,NLNVAL,OSE,TRO,Mon
Mon,KVB,NLNVAL,OSE,VFB,Mon
Mon,KVB,NLNVAL,OSO,OSS,Mon
Mon,KVB,NLNVAL,OSO,TENTRB,Mon
Mon,KVB,NLNVAL,OSO,TEQTRC,Mon
Mon,KVB,NLNVAL,OSO,VFB,Mon
Mon,KVB,NLNVAL,OSS,TENTRB,Mon
Mon,KVB,NLNVAL,OSS,TEQTRC,Mon
Mon,KVB,NLNVAL,OSS,TRO,Mon
Mon,KVB,NLNVAL,OSS,VFB,Mon
Mon,KVB,NLNVAL,TENTRB,TEQTRC,Mon
Mon,KVB,NLNVAL,TENTRB,TRO,Mon
Mon,KVB,NLNVAL,TENTRB,VFB,Mon
Mon,KVB,NLNVAL,TEQTRC,TRO,Mon
Mon,KVB,NLNVAL,TEQTRC,VFB,Mon
Mon,KVB,NLNVAL,TRO,VFB,Mon
Mon,KVB,OSC,OSE,OSO,Mon
Mon,KVB,OSC,OSE,OSS,Mon
Mon,KVB,OSC,OSE,TENTRB,Mon
Mon,KVB,OSC,OSE,TEQTRC,Mon
Mon,KVB,OSC,OSE,TRO,Mon
Mon,KVB,OSC,OSE,VFB,Mon
Mon,KVB,OSC,OSO,TEQTRC,Mon
Mon,KVB,OSC,OSS,TENTRB,Mon
Mon,KVB,OSC,OSS,TEQTRC,Mon
Mon,KVB,OSC,TENTRB,TEQTRC,Mon
Mon,KVB,OSC,TENTRB,VFB,Mon
Mon,KVB,OSC,TEQTRC,VFB,Mon
Mon,KVB,OSE,OSO,OSS,Mon
Mon,KVB,OSE,OSO,TENTRB,Mon
Mon,KVB,OSE,OSO,TEQTRC,Mon
Mon,KVB,OSE,OSO,TRO,Mon
Mon,KVB,OSE,OSO,VFB,Mon
Mon,KVB,OSE,OSS,TENTRB,Mon
Mon,KVB,OSE,OSS,TEQTRC,Mon
Mon,KVB,OSE,OSS,TRO,Mon
Mon,KVB,OSE,OSS,VFB,Mon
Mon,KVB,OSE,TENTRB,TEQTRC,Mon
Mon,KVB,OSE,TENTRB,TRO,Mon
Mon,KVB,OSE,TENTRB,VFB,Mon
Mon,KVB,OSE,TEQTRC,TRO,Mon
Mon,KVB,OSE,TEQTRC,VFB,Mon
Mon,KVB,OSE,TRO,VFB,Mon
Mon,KVB,OSO,OSS,TEQTRC,Mon
Mon,KVB,OSO,TENTRB,TEQTRC,Mon
Mon,KVB,OSO,TEQTRC,VFB,Mon
Mon,KVB,OSS,TENTRB,TEQTRC,Mon
Mon,KVB,OSS,TENTRB,VFB,Mon
Mon,KVB,OSS,TEQTRC,VFB,Mon
Mon,KVB,TENTRB,TEQTRC,TRO,Mon
Mon,KVB,TENTRB,TEQTRC,VFB,Mon
Mon,MID,NLNVAL,OSC,OSE,Mon
Mon,MID,NLNVAL,OSC,OSO,Mon
Mon,MID,NLNVAL,OSC,OSS,Mon
Mon,MID,NLNVAL,OSC,TENTRB,Mon
Mon,MID,NLNVAL,OSC,TEQTRC,Mon
Mon,MID,NLNVAL,OSC,TRO,Mon
Mon,MID,NLNVAL,OSC,VFB,Mon
Mon,MID,NLNVAL,OSE,OSO,Mon
Mon,MID,NLNVAL,OSE,OSS,Mon
Mon,MID,NLNVAL,OSE,TRO,Mon
Mon,MID,NLNVAL,OSE,VFB,Mon
Mon,MID,NLNVAL,OSO,OSS,Mon
Mon,MID,NLNVAL,OSO,TENTRB,Mon
Mon,MID,NLNVAL,OSO,TEQTRC,Mon
Mon,MID,NLNVAL,OSO,VFB,Mon
Mon,MID,NLNVAL,OSS,TENTRB,Mon
Mon,MID,NLNVAL,OSS,TEQTRC,Mon
Mon,MID,NLNVAL,OSS,TRO,Mon
Mon,MID,NLNVAL,OSS,VFB,Mon
Mon,MID,NLNVAL,TENTRB,TEQTRC,Mon
Mon,MID,NLNVAL,TENTRB,TRO,Mon
Mon,MID,NLNVAL,TENTRB,VFB,Mon
Mon,MID,NLNVAL,TEQTRC,TRO,Mon
Mon,MID,NLNVAL,TEQTRC,VFB,Mon
Mon,MID,NLNVAL,TRO,VFB,Mon
Mon,MID,OSC,OSE,OSO,Mon
Mon,MID,OSC,OSE,OSS,Mon
Mon,MID,OSC,OSE,TENTRB,Mon
Mon,MID,OSC,OSE,TEQTRC,Mon
Mon,MID,OSC,OSE,TRO,Mon
Mon,MID,OSC,OSE,VFB,Mon
Mon,MID,OSC,OSO,TEQTRC,Mon
Mon,MID,OSC,OSS,TENTRB,Mon
Mon,MID,OSC,OSS,TEQTRC,Mon
Mon,MID,OSC,TENTRB,TEQTRC,Mon
Mon,MID,OSC,TENTRB,VFB,Mon
Mon,MID,OSC,TEQTRC,VFB,Mon
Mon,MID,OSE,OSO,OSS,Mon
Mon,MID,OSE,OSO,TENTRB,Mon
Mon,MID,OSE,OSO,TEQTRC,Mon
Mon,MID,OSE,OSO,TRO,Mon
Mon,MID,OSE,OSO,VFB,Mon
Mon,MID,OSE,OSS,TENTRB,Mon
Mon,MID,OSE,OSS,TEQTRC,Mon
Mon,MID,OSE,OSS,TRO,Mon
Mon,MID,OSE,OSS,VFB,Mon
Mon,MID,OSE,TENTRB,TEQTRC,Mon
Mon,MID,OSE,TENTRB,TRO,Mon
Mon,MID,OSE,TENTRB,VFB,Mon
Mon,MID,OSE,TEQTRC,TRO,Mon
Mon,MID,OSE,TEQTRC,VFB,Mon
Mon,MID,OSE,TRO,VFB,Mon
Mon,MID,OSO,OSS,TEQTRC,Mon
Mon,MID,OSO,TENTRB,TEQTRC,Mon
Mon,MID,OSO,TEQTRC,VFB,Mon
Mon,MID,OSS,TENTRB,TEQTRC,Mon
Mon,MID,OSS,TENTRB,VFB,Mon
Mon,MID,OSS,TEQTRC,VFB,Mon
Mon,MID,TENTRB,TEQTRC,TRO,Mon
Mon,MID,TENTRB,TEQTRC,VFB,Mon
Mon,NLNVAL,OSC,OSE,OSO,Mon
Mon,NLNVAL,OSC,OSE,TRO,Mon
Mon,NLNVAL,OSC,OSO,OSS,Mon
Mon,NLNVAL,OSC,OSO,TENTRB,Mon
Mon,NLNVAL,OSC,OSO,TEQTRC,Mon
Mon,NLNVAL,OSC,OSO,TRO,Mon
Mon,NLNVAL,OSC,OSO,VFB,Mon
Mon,NLNVAL,OSC,OSS,TENTRB,Mon
Mon,NLNVAL,OSC,OSS,TEQTRC,Mon
Mon,NLNVAL,OSC,OSS,TRO,Mon
Mon,NLNVAL,OSC,OSS,VFB,Mon
Mon,NLNVAL,OSC,TENTRB,TEQTRC,Mon
Mon,NLNVAL,OSC,TENTRB,TRO,Mon
Mon,NLNVAL,OSC,TENTRB,VFB,Mon
Mon,NLNVAL,OSC,TEQTRC,TRO,Mon
Mon,NLNVAL,OSC,TEQTRC,VFB,Mon
Mon,NLNVAL,OSC,TRO,VFB,Mon
Mon,NLNVAL,OSE,OSO,OSS,Mon
Mon,NLNVAL,OSE,OSO,TRO,Mon
Mon,NLNVAL,OSE,OSO,VFB,Mon
Mon,NLNVAL,OSE,OSS,TRO,Mon
Mon,NLNVAL,OSE,TENTRB,TRO,Mon
Mon,NLNVAL,OSE,TRO,VFB,Mon
Mon,NLNVAL,OSO,OSS,TENTRB,Mon
Mon,NLNVAL,OSO,OSS,TEQTRC,Mon
Mon,NLNVAL,OSO,OSS,TRO,Mon
Mon,NLNVAL,OSO,OSS,VFB,Mon
Mon,NLNVAL,OSO,TENTRB,TEQTRC,Mon
Mon,NLNVAL,OSO,TENTRB,TRO,Mon
Mon,NLNVAL,OSO,TENTRB,VFB,Mon
Mon,NLNVAL,OSO,TEQTRC,TRO,Mon
Mon,NLNVAL,OSO,TEQTRC,VFB,Mon
Mon,NLNVAL,OSO,TRO,VFB,Mon
Mon,NLNVAL,OSS,TENTRB,TEQTRC,Mon
Mon,NLNVAL,OSS,TENTRB,TRO,Mon
Mon,NLNVAL,OSS,TENTRB,VFB,Mon
Mon,NLNVAL,OSS,TEQTRC,TRO,Mon
Mon,NLNVAL,OSS,TEQTRC,VFB,Mon
Mon,NLNVAL,OSS,TRO,VFB,Mon
Mon,NLNVAL,TENTRB,TEQTRC,TRO,Mon
Mon,NLNVAL,TENTRB,TEQTRC,VFB,Mon
Mon,NLNVAL,TENTRB,TRO,VFB,Mon
Mon,NLNVAL,TEQTRC,TRO,VFB,Mon
Mon,OSC,OSE,OSO,OSS,Mon
Mon,OSC,OSE,OSO,TENTRB,Mon
Mon,OSC,OSE,OSO,TEQTRC,Mon
Mon,OSC,OSE,OSO,TRO,Mon
Mon,OSC,OSE,OSO,VFB,Mon
Mon,OSC,OSE,OSS,TENTRB,Mon
Mon,OSC,OSE,OSS,TEQTRC,Mon
Mon,OSC,OSE,OSS,TRO,Mon
Mon,OSC,OSE,OSS,VFB,Mon
Mon,OSC,OSE,TENTRB,TRO,Mon
Mon,OSC,OSE,TENTRB,VFB,Mon
Mon,OSC,OSE,TEQTRC,TRO,Mon
Mon,OSC,OSE,TEQTRC,VFB,Mon
Mon,OSC,OSE,TRO,VFB,Mon
Mon,OSC,OSO,OSS,TENTRB,Mon
Mon,OSC,OSO,OSS,TEQTRC,Mon
Mon,OSC,OSO,TENTRB,TEQTRC,Mon
Mon,OSC,OSO,TENTRB,VFB,Mon
Mon,OSC,OSO,TEQTRC,VFB,Mon
Mon,OSC,OSS,TENTRB,TEQTRC,Mon
Mon,OSC,OSS,TENTRB,VFB,Mon
Mon,OSC,OSS,TEQTRC,TRO,Mon
Mon,OSC,OSS,TEQTRC,VFB,Mon
Mon,OSC,TENTRB,TEQTRC,TRO,Mon
Mon,OSC,TENTRB,TEQTRC,VFB,Mon
Mon,OSC,TEQTRC,TRO,VFB,Mon
Mon,OSE,OSO,OSS,TENTRB,Mon
Mon,OSE,OSO,OSS,TEQTRC,Mon
Mon,OSE,OSO,OSS,TRO,Mon
Mon,OSE,OSO,OSS,VFB,Mon
Mon,OSE,OSO,TENTRB,TEQTRC,Mon
Mon,OSE,OSO,TENTRB,TRO,Mon
Mon,OSE,OSO,TENTRB,VFB,Mon
Mon,OSE,OSO,TEQTRC,TRO,Mon
Mon,OSE,OSO,TEQTRC,VFB,Mon
Mon,OSE,OSO,TRO,VFB,Mon
Mon,OSE,OSS,TENTRB,TRO,Mon
Mon,OSE,OSS,TENTRB,VFB,Mon
Mon,OSE,OSS,TEQTRC,TRO,Mon
Mon,OSE,OSS,TEQTRC,VFB,Mon
Mon,OSE,OSS,TRO,VFB,Mon
Mon,OSE,TENTRB,TEQTRC,TRO,Mon
Mon,OSE,TENTRB,TRO,VFB,Mon
Mon,OSE,TEQTRC,TRO,VFB,Mon
Mon,OSO,OSS,TENTRB,TEQTRC,Mon
Mon,OSO,OSS,TENTRB,VFB,Mon
Mon,OSO,OSS,TEQTRC,VFB,Mon
Mon,OSO,TENTRB,TEQTRC,VFB,Mon
Mon,OSS,TENTRB,TEQTRC,TRO,Mon
Mon,OSS,TENTRB,TEQTRC,VFB,Mon
Mon,OSS,TEQTRC,TRO,VFB,Mon
Mon,TENTRB,TEQTRC,TRO,VFB,Mon
Mon,APT,ASL,DSA,KVB,OSO,Mon
Mon,APT,ASL,DSA,KVB,TRO,Mon
Mon,APT,ASL,DSA,MID,TRO,Mon
Mon,APT,ASL,DSA,OSO,TRO,Mon
Mon,APT,ASL,DSS,KVB,OSO,Mon
Mon,APT,ASL,DSS,KVB,TRO,Mon
Mon,APT,ASL,DSS,OSO,TRO,Mon
Mon,APT,ASL,KVB,MID,OSC,Mon
Mon,APT,ASL,KVB,MID,OSO,Mon
Mon,APT,ASL,KVB,MID,OSS,Mon
Mon,APT,ASL,KVB,MID,TENTRB,Mon
Mon,APT,ASL,KVB,MID,TEQTRC,Mon
Mon,APT,ASL,KVB,MID,TRO,Mon
Mon,APT,ASL,KVB,MID,VFB,Mon
Mon,APT,ASL,KVB,NLNVAL,OSO,Mon
Mon,APT,ASL,KVB,NLNVAL,TRO,Mon
Mon,APT,ASL,KVB,OSC,OSO,Mon
Mon,APT,ASL,KVB,OSC,OSS,Mon
Mon,APT,ASL,KVB,OSC,TENTRB,Mon
Mon,APT,ASL,KVB,OSC,TRO,Mon
Mon,APT,ASL,KVB,OSC,VFB,Mon
Mon,APT,ASL,KVB,OSO,OSS,Mon
Mon,APT,ASL,KVB,OSO,TENTRB,Mon
Mon,APT,ASL,KVB,OSO,TEQTRC,Mon
Mon,APT,ASL,KVB,OSO,TRO,Mon
Mon,APT,ASL,KVB,OSO,VFB,Mon
Mon,APT,ASL,KVB,OSS,TENTRB,Mon
Mon,APT,ASL,KVB,OSS,TRO,Mon
Mon,APT,ASL,KVB,OSS,VFB,Mon
Mon,APT,ASL,KVB,TENTRB,TRO,Mon
Mon,APT,ASL,KVB,TENTRB,VFB,Mon
Mon,APT,ASL,KVB,TEQTRC,TRO,Mon
Mon,APT,ASL,KVB,TRO,VFB,Mon
Mon,APT,ASL,MID,OSC,OSO,Mon
Mon,APT,ASL,MID,OSC,OSS,Mon
Mon,APT,ASL,MID,OSC,TENTRB,Mon
Mon,APT,ASL,MID,OSC,TRO,Mon
Mon,APT,ASL,MID,OSC,VFB,Mon
Mon,APT,ASL,MID,OSO,OSS,Mon
Mon,APT,ASL,MID,OSO,TENTRB,Mon
Mon,APT,ASL,MID,OSO,TEQTRC,Mon
Mon,APT,ASL,MID,OSO,TRO,Mon
Mon,APT,ASL,MID,OSO,VFB,Mon
Mon,APT,ASL,MID,OSS,TENTRB,Mon
Mon,APT,ASL,MID,OSS,TRO,Mon
Mon,APT,ASL,MID,OSS,VFB,Mon
Mon,APT,ASL,MID,TENTRB,TRO,Mon
Mon,APT,ASL,MID,TEQTRC,TRO,Mon
Mon,APT,ASL,MID,TRO,VFB,Mon
Mon,APT,ASL,NLNVAL,OSO,TRO,Mon
Mon,APT,ASL,OSC,OSO,OSS,Mon
Mon,APT,ASL,OSC,OSO,TENTRB,Mon
Mon,APT,ASL,OSC,OSO,TRO,Mon
Mon,APT,ASL,OSC,OSO,VFB,Mon
Mon,APT,ASL,OSC,OSS,TRO,Mon
Mon,APT,ASL,OSC,OSS,VFB,Mon
Mon,APT,ASL,OSC,TENTRB,TRO,Mon
Mon,APT,ASL,OSC,TEQTRC,TRO,Mon
Mon,APT,ASL,OSC,TRO,VFB,Mon
Mon,APT,ASL,OSO,OSS,TENTRB,Mon
Mon,APT,ASL,OSO,OSS,TRO,Mon
Mon,APT,ASL,OSO,OSS,VFB,Mon
Mon,APT,ASL,OSO,TENTRB,TRO,Mon
Mon,APT,ASL,OSO,TENTRB,VFB,Mon
Mon,APT,ASL,OSO,TEQTRC,TRO,Mon
Mon,APT,ASL,OSO,TRO,VFB,Mon
Mon,APT,ASL,OSS,TENTRB,TRO,Mon
Mon,APT,ASL,OSS,TEQTRC,TRO,Mon
Mon,APT,ASL,TENTRB,TRO,VFB,Mon
Mon,APT,DAB,KVB,MID,TRO,Mon
Mon,APT,DAB,KVB,OSO,TRO,Mon
Mon,APT,DSA,KVB,MID,TRO,Mon
Mon,APT,DSA,KVB,OSC,OSO,Mon
Mon,APT,DSA,KVB,OSC,TRO,Mon
Mon,APT,DSA,KVB,OSC,VFB,Mon
Mon,APT,DSA,KVB,OSO,TENTRB,Mon
Mon,APT,DSA,KVB,OSO,TRO,Mon
Mon,APT,DSA,KVB,OSO,VFB,Mon
Mon,APT,DSA,KVB,TENTRB,TRO,Mon
Mon,APT,DSA,KVB,TEQTRC,TRO,Mon
Mon,APT,DSA,KVB,TRO,VFB,Mon
Mon,APT,DSA,OSC,OSO,TRO,Mon
Mon,APT,DSA,OSC,OSO,VFB,Mon
Mon,APT,DSA,OSO,TENTRB,TRO,Mon
Mon,APT,DSS,KVB,OSC,OSO,Mon
Mon,APT,DSS,KVB,OSC,TRO,Mon
Mon,APT,DSS,KVB,OSO,TENTRB,Mon
Mon,APT,DSS,KVB,OSO,TRO,Mon
Mon,APT,DSS,KVB,OSO,VFB,Mon
Mon,APT,DSS,KVB,TENTRB,TRO,Mon
Mon,APT,DSS,KVB,TEQTRC,TRO,Mon
Mon,APT,DSS,KVB,TRO,VFB,Mon
Mon,APT,DSS,OSC,OSO,TRO,Mon
Mon,APT,DSS,OSO,TENTRB,TRO,Mon
Mon,APT,KVB,MID,NLNVAL,OSO,Mon
Mon,APT,KVB,MID,NLNVAL,TRO,Mon
Mon,APT,KVB,MID,NLNVAL,VFB,Mon
Mon,APT,KVB,MID,OSC,OSE,Mon
Mon,APT,KVB,MID,OSC,OSO,Mon
Mon,APT,KVB,MID,OSC,OSS,Mon
Mon,APT,KVB,MID,OSC,TENTRB,Mon
Mon,APT,KVB,MID,OSC,TEQTRC,Mon
Mon,APT,KVB,MID,OSC,TRO,Mon
Mon,APT,KVB,MID,OSC,VFB,Mon
Mon,APT,KVB,MID,OSE,OSO,Mon
Mon,APT,KVB,MID,OSE,OSS,Mon
Mon,APT,KVB,MID,OSE,TRO,Mon
Mon,APT,KVB,MID,OSE,VFB,Mon
Mon,APT,KVB,MID,OSO,OSS,Mon
Mon,APT,KVB,MID,OSO,TENTRB,Mon
Mon,APT,KVB,MID,OSO,TEQTRC,Mon
Mon,APT,KVB,MID,OSO,TRO,Mon
Mon,APT,KVB,MID,OSO,VFB,Mon
Mon,APT,KVB,MID,OSS,TENTRB,Mon
Mon,APT,KVB,MID,OSS,TEQTRC,Mon
Mon,APT,KVB,MID,OSS,TRO,Mon
Mon,APT,KVB,MID,OSS,VFB,Mon
Mon,APT,KVB,MID,TENTRB,TEQTRC,Mon
Mon,APT,KVB,MID,TENTRB,TRO,Mon
Mon,APT,KVB,MID,TENTRB,VFB,Mon
Mon,APT,KVB,MID,TEQTRC,TRO,Mon
Mon,APT,KVB,MID,TRO,VFB,Mon
Mon,APT,KVB,NLNVAL,OSC,OSO,Mon
Mon,APT,KVB,NLNVAL,OSC,OSS,Mon
Mon,APT,KVB,NLNVAL,OSC,TRO,Mon
Mon,APT,KVB,NLNVAL,OSC,VFB,Mon
Mon,APT,KVB,NLNVAL,OSO,OSS,Mon
Mon,APT,KVB,NLNVAL,OSO,TENTRB,Mon
Mon,APT,KVB,NLNVAL,OSO,TRO,Mon
Mon,APT,KVB,NLNVAL,OSO,VFB,Mon
Mon,APT,KVB,NLNVAL,OSS,TRO,Mon
Mon,APT,KVB,NLNVAL,OSS,VFB,Mon
Mon,APT,KVB,NLNVAL,TENTRB,TRO,Mon
Mon,APT,KVB,NLNVAL,TEQTRC,TRO,Mon
Mon,APT,KVB,NLNVAL,TRO,VFB,Mon
Mon,APT,KVB,OSC,OSE,OSO,Mon
Mon,APT,KVB,OSC,OSE,TRO,Mon
Mon,APT,KVB,OSC,OSO,OSS,Mon
Mon,APT,KVB,OSC,OSO,TENTRB,Mon
Mon,APT,KVB,OSC,OSO,TEQTRC,Mon
Mon,APT,KVB,OSC,OSO,TRO,Mon
Mon,APT,KVB,OSC,OSO,VFB,Mon
Mon,APT,KVB,OSC,OSS,TENTRB,Mon
Mon,APT,KVB,OSC,OSS,TEQTRC,Mon
Mon,APT,KVB,OSC,OSS,TRO,Mon
Mon,APT,KVB,OSC,OSS,VFB,Mon
Mon,APT,KVB,OSC,TENTRB,TEQTRC,Mon
Mon,APT,KVB,OSC,TENTRB,TRO,Mon
Mon,APT,KVB,OSC,TENTRB,VFB,Mon
Mon,APT,KVB,OSC,TEQTRC,TRO,Mon
Mon,APT,KVB,OSC,TEQTRC,VFB,Mon
Mon,APT,KVB,OSC,TRO,VFB,Mon
Mon,APT,KVB,OSE,OSO,OSS,Mon
Mon,APT,KVB,OSE,OSO,TRO,Mon
Mon,APT,KVB,OSE,OSO,VFB,Mon
Mon,APT,KVB,OSE,OSS,TRO,Mon
Mon,APT,KVB,OSO,OSS,TENTRB,Mon
Mon,APT,KVB,OSO,OSS,TEQTRC,Mon
Mon,APT,KVB,OSO,OSS,TRO,Mon
Mon,APT,KVB,OSO,OSS,VFB,Mon
Mon,APT,KVB,OSO,TENTRB,TEQTRC,Mon
Mon,APT,KVB,OSO,TENTRB,TRO,Mon
Mon,APT,KVB,OSO,TENTRB,VFB,Mon
Mon,APT,KVB,OSO,TEQTRC,TRO,Mon
Mon,APT,KVB,OSO,TEQTRC,VFB,Mon
Mon,APT,KVB,OSO,TRO,VFB,Mon
Mon,APT,KVB,OSS,TENTRB,TEQTRC,Mon
Mon,APT,KVB,OSS,TENTRB,TRO,Mon
Mon,APT,KVB,OSS,TENTRB,VFB,Mon
Mon,APT,KVB,OSS,TEQTRC,TRO,Mon
Mon,APT,KVB,OSS,TRO,VFB,Mon
Mon,APT,KVB,TENTRB,TEQTRC,TRO,Mon
Mon,APT,KVB,TENTRB,TEQTRC,VFB,Mon
Mon,APT,KVB,TENTRB,TRO,VFB,Mon
Mon,APT,KVB,TEQTRC,TRO,VFB,Mon
Mon,APT,MID,NLNVAL,OSC,OSO,Mon
Mon,APT,MID,NLNVAL,OSC,OSS,Mon
Mon,APT,MID,NLNVAL,OSC,TRO,Mon
Mon,APT,MID,NLNVAL,OSC,VFB,Mon
Mon,APT,MID,NLNVAL,OSO,OSS,Mon
Mon,APT,MID,NLNVAL,OSO,TENTRB,Mon
Mon,APT,MID,NLNVAL,OSO,TRO,Mon
Mon,APT,MID,NLNVAL,OSO,VFB,Mon
Mon,APT,MID,NLNVAL,OSS,TRO,Mon
Mon,APT,MID,NLNVAL,OSS,VFB,Mon
Mon,APT,MID,NLNVAL,TENTRB,TRO,Mon
Mon,APT,MID,NLNVAL,TEQTRC,TRO,Mon
Mon,APT,MID,NLNVAL,TRO,VFB,Mon
Mon,APT,MID,OSC,OSE,OSO,Mon
Mon,APT,MID,OSC,OSE,TRO,Mon
Mon,APT,MID,OSC,OSO,OSS,Mon
Mon,APT,MID,OSC,OSO,TENTRB,Mon
Mon,APT,MID,OSC,OSO,TEQTRC,Mon
Mon,APT,MID,OSC,OSO,TRO,Mon
Mon,APT,MID,OSC,OSO,VFB,Mon
Mon,APT,MID,OSC,OSS,TENTRB,Mon
Mon,APT,MID,OSC,OSS,TEQTRC,Mon
Mon,APT,MID,OSC,OSS,TRO,Mon
Mon,APT,MID,OSC,OSS,VFB,Mon
Mon,APT,MID,OSC,TENTRB,TEQTRC,Mon
Mon,APT,MID,OSC,TENTRB,TRO,Mon
Mon,APT,MID,OSC,TENTRB,VFB,Mon
Mon,APT,MID,OSC,TEQTRC,TRO,Mon
