MON,APT,DAB,MON
MON,APT,GFAGFB,MON
MON,ASL,DAB,MON
MON,ASL,GFAGFB,MON
MON,ASL,OSE,MON
MON,DAB,DSA,MON
MON,DAB,DSS,MON
MON,DAB,GFAGFB,MON
MON,DAB,OSE,MON
MON,DAB,STA,MON
MON,DAB,STB,MON
MON,DAB,STC,MON
MON,DSA,DSS,MON
MON,DSA,GFAGFB,MON
MON,DSA,NLNVAL,MON
MON,DSA,OSE,MON
MON,DSA,STB,MON
MON,DSA,STC,MON
MON,DSS,GFAGFB,MON
MON,DSS,NLNVAL,MON
MON,DSS,OSE,MON
MON,DSS,STB,MON
MON,DSS,STC,MON
MON,GFAGFB,GFC,MON
MON,GFAGFB,MID,MON
MON,GFAGFB,NLNVAL,MON
MON,GFAGFB,OSC,MON
MON,GFAGFB,OSE,MON
MON,GFAGFB,OSO,MON
MON,GFAGFB,OSS,MON
MON,GFAGFB,STA,MON
MON,GFAGFB,STB,MON
MON,GFAGFB,STC,MON
MON,GFAGFB,TEN,MON
MON,GFAGFB,TEQ,MON
MON,GFAGFB,TRB,MON
MON,GFAGFB,TRC,MON
MON,GFAGFB,TRO,MON
MON,GFAGFB,VFB,MON
MON,GFC,OSE,MON
MON,NLNVAL,OSE,MON
MON,NLNVAL,STB,MON
MON,NLNVAL,STC,MON
MON,OSE,STA,MON
MON,OSE,STB,MON
MON,OSE,STC,MON
MON,STB,STC,MON
MON,APT,DSA,OSS,TRO,MON
MON,APT,DSA,OSS,VFB,MON
MON,APT,DSA,STA,TEN,MON
MON,APT,DSA,STA,TEQ,MON
MON,APT,DSA,STA,TRC,MON
MON,APT,DSA,STA,TRO,MON
MON,APT,DSA,STA,VFB,MON
MON,APT,DSA,STB,TRO,MON
MON,APT,DSA,STC,TRO,MON
MON,APT,DSA,TEN,TEQ,MON
MON,APT,DSA,TEN,TRB,MON
MON,APT,DSA,TEN,TRC,MON
MON,APT,DSA,TEN,TRO,MON
MON,APT,DSA,TEN,VFB,MON
MON,APT,DSA,TEQ,TRB,MON
MON,APT,DSA,TEQ,TRC,MON
MON,APT,DSA,TEQ,TRO,MON
MON,APT,DSA,TEQ,VFB,MON
MON,APT,DSA,TRB,TRC,MON
MON,APT,DSA,TRB,TRO,MON
MON,APT,DSA,TRB,VFB,MON
MON,APT,DSA,TRC,TRO,MON
MON,APT,DSA,TRC,VFB,MON
MON,APT,DSA,TRO,VFB,MON
MON,APT,DSS,GFC,KVB,MON
MON,APT,DSS,GFC,OSC,MON
MON,APT,DSS,GFC,OSO,MON
MON,APT,DSS,GFC,TEN,MON
MON,APT,DSS,GFC,TEQ,MON
MON,APT,DSS,GFC,TRC,MON
MON,APT,DSS,GFC,TRO,MON
MON,APT,DSS,GFC,VFB,MON
MON,APT,DSS,KVB,MID,MON
MON,APT,DSS,KVB,NLNVAL,MON
MON,APT,DSS,KVB,OSC,MON
MON,APT,DSS,KVB,OSO,MON
MON,APT,DSS,KVB,OSS,MON
MON,APT,DSS,KVB,STA,MON
MON,APT,DSS,KVB,TEN,MON
MON,APT,DSS,KVB,TEQ,MON
MON,APT,DSS,KVB,TRB,MON
MON,APT,DSS,KVB,TRC,MON
MON,APT,DSS,KVB,TRO,MON
MON,APT,DSS,KVB,VFB,MON
MON,APT,DSS,MID,OSC,MON
MON,APT,DSS,MID,OSO,MON
MON,APT,DSS,MID,TEN,MON
MON,APT,DSS,MID,TEQ,MON
MON,APT,DSS,MID,TRC,MON
MON,APT,DSS,MID,TRO,MON
MON,APT,DSS,MID,VFB,MON
MON,APT,DSS,NLNVAL,OSO,MON
MON,APT,DSS,NLNVAL,TRO,MON
MON,APT,DSS,OSC,OSO,MON
MON,APT,DSS,OSC,OSS,MON
MON,APT,DSS,OSC,TEN,MON
MON,APT,DSS,OSC,TEQ,MON
MON,APT,DSS,OSC,TRB,MON
MON,APT,DSS,OSC,TRC,MON
MON,APT,DSS,OSC,TRO,MON
MON,APT,DSS,OSC,VFB,MON
MON,APT,DSS,OSO,OSS,MON
MON,APT,DSS,OSO,TEN,MON
MON,APT,DSS,OSO,TEQ,MON
MON,APT,DSS,OSO,TRB,MON
MON,APT,DSS,OSO,TRC,MON
MON,APT,DSS,OSO,TRO,MON
MON,APT,DSS,OSO,VFB,MON
MON,APT,DSS,OSS,STA,MON
MON,APT,DSS,OSS,TEN,MON
MON,APT,DSS,OSS,TRO,MON
MON,APT,DSS,STA,TEN,MON
MON,APT,DSS,STA,TEQ,MON
MON,APT,DSS,STA,TRC,MON
MON,APT,DSS,STA,TRO,MON
MON,APT,DSS,STA,VFB,MON
MON,APT,DSS,STB,TRO,MON
MON,APT,DSS,STC,TRO,MON
MON,APT,DSS,TEN,TEQ,MON
MON,APT,DSS,TEN,TRB,MON
MON,APT,DSS,TEN,TRC,MON
MON,APT,DSS,TEN,TRO,MON
MON,APT,DSS,TEN,VFB,MON
MON,APT,DSS,TEQ,TRB,MON
MON,APT,DSS,TEQ,TRC,MON
MON,APT,DSS,TEQ,TRO,MON
MON,APT,DSS,TEQ,VFB,MON
MON,APT,DSS,TRB,TRC,MON
MON,APT,DSS,TRB,TRO,MON
MON,APT,DSS,TRB,VFB,MON
MON,APT,DSS,TRC,TRO,MON
MON,APT,DSS,TRC,VFB,MON
MON,APT,DSS,TRO,VFB,MON
MON,APT,GFC,KVB,MID,MON
MON,APT,GFC,KVB,NLNVAL,MON
MON,APT,GFC,KVB,OSC,MON
MON,APT,GFC,KVB,OSO,MON
MON,APT,GFC,KVB,OSS,MON
MON,APT,GFC,KVB,STA,MON
MON,APT,GFC,KVB,STB,MON
MON,APT,GFC,KVB,STC,MON
MON,APT,GFC,KVB,TEN,MON
MON,APT,GFC,KVB,TEQ,MON
MON,APT,GFC,KVB,TRB,MON
MON,APT,GFC,KVB,TRC,MON
MON,APT,GFC,KVB,TRO,MON
MON,APT,GFC,KVB,VFB,MON
MON,APT,GFC,MID,NLNVAL,MON
MON,APT,GFC,MID,OSC,MON
MON,APT,GFC,MID,OSO,MON
MON,APT,GFC,MID,OSS,MON
MON,APT,GFC,MID,TEN,MON
MON,APT,GFC,MID,TEQ,MON
MON,APT,GFC,MID,TRB,MON
MON,APT,GFC,MID,TRC,MON
MON,APT,GFC,MID,TRO,MON
MON,APT,GFC,MID,VFB,MON
MON,APT,GFC,NLNVAL,OSC,MON
MON,APT,GFC,NLNVAL,OSO,MON
MON,APT,GFC,NLNVAL,OSS,MON
MON,APT,GFC,NLNVAL,TEN,MON
MON,APT,GFC,NLNVAL,TEQ,MON
MON,APT,GFC,NLNVAL,TRC,MON
MON,APT,GFC,NLNVAL,TRO,MON
MON,APT,GFC,NLNVAL,VFB,MON
MON,APT,GFC,OSC,OSO,MON
MON,APT,GFC,OSC,OSS,MON
MON,APT,GFC,OSC,TEN,MON
MON,APT,GFC,OSC,TEQ,MON
MON,APT,GFC,OSC,TRB,MON
MON,APT,GFC,OSC,TRC,MON
MON,APT,GFC,OSC,TRO,MON
MON,APT,GFC,OSC,VFB,MON
MON,APT,GFC,OSE,TRO,MON
MON,APT,GFC,OSO,OSS,MON
MON,APT,GFC,OSO,STA,MON
MON,APT,GFC,OSO,TEN,MON
MON,APT,GFC,OSO,TEQ,MON
MON,APT,GFC,OSO,TRB,MON
MON,APT,GFC,OSO,TRC,MON
MON,APT,GFC,OSO,TRO,MON
MON,APT,GFC,OSO,VFB,MON
MON,APT,GFC,OSS,TEN,MON
MON,APT,GFC,OSS,TEQ,MON
MON,APT,GFC,OSS,TRB,MON
MON,APT,GFC,OSS,TRC,MON
MON,APT,GFC,OSS,TRO,MON
MON,APT,GFC,OSS,VFB,MON
MON,APT,GFC,STA,TEN,MON
MON,APT,GFC,STA,TEQ,MON
MON,APT,GFC,STA,TRB,MON
MON,APT,GFC,STA,TRC,MON
MON,APT,GFC,STA,TRO,MON
MON,APT,GFC,STA,VFB,MON
MON,APT,GFC,STB,TEN,MON
MON,APT,GFC,STB,TEQ,MON
MON,APT,GFC,STB,TRC,MON
MON,APT,GFC,STB,TRO,MON
MON,APT,GFC,STB,VFB,MON
MON,APT,GFC,STC,TEN,MON
MON,APT,GFC,STC,TEQ,MON
MON,APT,GFC,STC,TRC,MON
MON,APT,GFC,STC,TRO,MON
MON,APT,GFC,STC,VFB,MON
MON,APT,GFC,TEN,TEQ,MON
MON,APT,GFC,TEN,TRB,MON
MON,APT,GFC,TEN,TRC,MON
MON,APT,GFC,TEN,TRO,MON
MON,APT,GFC,TEN,VFB,MON
MON,APT,GFC,TEQ,TRB,MON
MON,APT,GFC,TEQ,TRC,MON
MON,APT,GFC,TEQ,TRO,MON
MON,APT,GFC,TEQ,VFB,MON
MON,APT,GFC,TRB,TRC,MON
MON,APT,GFC,TRB,TRO,MON
MON,APT,GFC,TRB,VFB,MON
MON,APT,GFC,TRC,TRO,MON
MON,APT,GFC,TRC,VFB,MON
MON,APT,GFC,TRO,VFB,MON
MON,APT,KVB,MID,NLNVAL,MON
MON,APT,KVB,MID,OSC,MON
MON,APT,KVB,MID,OSE,MON
MON,APT,KVB,MID,OSO,MON
MON,APT,KVB,MID,OSS,MON
MON,APT,KVB,MID,STA,MON
MON,APT,KVB,MID,STB,MON
MON,APT,KVB,MID,STC,MON
MON,APT,KVB,MID,TEN,MON
MON,APT,KVB,MID,TEQ,MON
MON,APT,KVB,MID,TRB,MON
MON,APT,KVB,MID,TRC,MON
MON,APT,KVB,MID,TRO,MON
MON,APT,KVB,MID,VFB,MON
MON,APT,KVB,NLNVAL,OSC,MON
MON,APT,KVB,NLNVAL,OSO,MON
MON,APT,KVB,NLNVAL,OSS,MON
MON,APT,KVB,NLNVAL,STA,MON
MON,APT,KVB,NLNVAL,STB,MON
MON,APT,KVB,NLNVAL,STC,MON
MON,APT,KVB,NLNVAL,TEN,MON
MON,APT,KVB,NLNVAL,TEQ,MON
MON,APT,KVB,NLNVAL,TRB,MON
MON,APT,KVB,NLNVAL,TRC,MON
MON,APT,KVB,NLNVAL,TRO,MON
MON,APT,KVB,NLNVAL,VFB,MON
MON,APT,KVB,OSC,OSE,MON
MON,APT,KVB,OSC,OSO,MON
MON,APT,KVB,OSC,OSS,MON
MON,APT,KVB,OSC,STA,MON
MON,APT,KVB,OSC,STB,MON
MON,APT,KVB,OSC,STC,MON
MON,APT,KVB,OSC,TEN,MON
MON,APT,KVB,OSC,TEQ,MON
MON,APT,KVB,OSC,TRB,MON
MON,APT,KVB,OSC,TRC,MON
MON,APT,KVB,OSC,TRO,MON
MON,APT,KVB,OSC,VFB,MON
MON,APT,KVB,OSE,OSO,MON
MON,APT,KVB,OSE,OSS,MON
MON,APT,KVB,OSE,TEN,MON
MON,APT,KVB,OSE,TEQ,MON
MON,APT,KVB,OSE,TRB,MON
MON,APT,KVB,OSE,TRC,MON
MON,APT,KVB,OSE,TRO,MON
MON,APT,KVB,OSE,VFB,MON
MON,APT,KVB,OSO,OSS,MON
MON,APT,KVB,OSO,STA,MON
MON,APT,KVB,OSO,STB,MON
MON,APT,KVB,OSO,STC,MON
MON,APT,KVB,OSO,TEN,MON
MON,APT,KVB,OSO,TEQ,MON
MON,APT,KVB,OSO,TRB,MON
MON,APT,KVB,OSO,TRC,MON
MON,APT,KVB,OSO,TRO,MON
MON,APT,KVB,OSO,VFB,MON
MON,APT,KVB,OSS,TEN,MON
MON,APT,KVB,OSS,TEQ,MON
MON,APT,KVB,OSS,TRB,MON
MON,APT,KVB,OSS,TRC,MON
MON,APT,KVB,OSS,TRO,MON
MON,APT,KVB,OSS,VFB,MON
MON,APT,KVB,STA,STB,MON
MON,APT,KVB,STA,STC,MON
MON,APT,KVB,STA,TEN,MON
MON,APT,KVB,STA,TEQ,MON
MON,APT,KVB,STA,TRB,MON
MON,APT,KVB,STA,TRC,MON
MON,APT,KVB,STA,TRO,MON
MON,APT,KVB,STA,VFB,MON
MON,APT,KVB,STB,STC,MON
MON,APT,KVB,STB,TEN,MON
MON,APT,KVB,STB,TEQ,MON
MON,APT,KVB,STB,TRB,MON
MON,APT,KVB,STB,TRC,MON
MON,APT,KVB,STB,TRO,MON
MON,APT,KVB,STB,VFB,MON
MON,APT,KVB,STC,TEN,MON
MON,APT,KVB,STC,TEQ,MON
MON,APT,KVB,STC,TRB,MON
MON,APT,KVB,STC,TRC,MON
MON,APT,KVB,STC,TRO,MON
MON,APT,KVB,STC,VFB,MON
MON,APT,KVB,TEN,TEQ,MON
MON,APT,KVB,TEN,TRB,MON
MON,APT,KVB,TEN,TRC,MON
MON,APT,KVB,TEN,TRO,MON
MON,APT,KVB,TEN,VFB,MON
MON,APT,KVB,TEQ,TRB,MON
MON,APT,KVB,TEQ,TRC,MON
MON,APT,KVB,TEQ,TRO,MON
MON,APT,KVB,TEQ,VFB,MON
MON,APT,KVB,TRB,TRC,MON
MON,APT,KVB,TRB,TRO,MON
MON,APT,KVB,TRB,VFB,MON
MON,APT,KVB,TRC,TRO,MON
MON,APT,KVB,TRC,VFB,MON
MON,APT,KVB,TRO,VFB,MON
MON,APT,MID,NLNVAL,OSC,MON
MON,APT,MID,NLNVAL,OSO,MON
MON,APT,MID,NLNVAL,OSS,MON
MON,APT,MID,NLNVAL,STA,MON
MON,APT,MID,NLNVAL,STB,MON
MON,APT,MID,NLNVAL,STC,MON
MON,APT,MID,NLNVAL,TEN,MON
MON,APT,MID,NLNVAL,TEQ,MON
MON,APT,MID,NLNVAL,TRB,MON
MON,APT,MID,NLNVAL,TRC,MON
MON,APT,MID,NLNVAL,TRO,MON
MON,APT,MID,NLNVAL,VFB,MON
MON,APT,MID,OSC,OSE,MON
MON,APT,MID,OSC,OSO,MON
MON,APT,MID,OSC,OSS,MON
MON,APT,MID,OSC,STA,MON
MON,APT,MID,OSC,STB,MON
MON,APT,MID,OSC,STC,MON
MON,APT,MID,OSC,TEN,MON
MON,APT,MID,OSC,TEQ,MON
MON,APT,MID,OSC,TRB,MON
MON,APT,MID,OSC,TRC,MON
MON,APT,MID,OSC,TRO,MON
MON,APT,MID,OSC,VFB,MON
MON,APT,MID,OSE,OSO,MON
MON,APT,MID,OSE,OSS,MON
MON,APT,MID,OSE,TEN,MON
MON,APT,MID,OSE,TEQ,MON
MON,APT,MID,OSE,TRB,MON
MON,APT,MID,OSE,TRC,MON
MON,APT,MID,OSE,TRO,MON
MON,APT,MID,OSE,VFB,MON
MON,APT,MID,OSO,OSS,MON
MON,APT,MID,OSO,STA,MON
MON,APT,MID,OSO,STB,MON
MON,APT,MID,OSO,STC,MON
MON,APT,MID,OSO,TEN,MON
MON,APT,MID,OSO,TEQ,MON
MON,APT,MID,OSO,TRB,MON
MON,APT,MID,OSO,TRC,MON
MON,APT,MID,OSO,TRO,MON
MON,APT,MID,OSO,VFB,MON
MON,APT,MID,OSS,STA,MON
MON,APT,MID,OSS,STB,MON
MON,APT,MID,OSS,STC,MON
MON,APT,MID,OSS,TEN,MON
MON,APT,MID,OSS,TEQ,MON
MON,APT,MID,OSS,TRB,MON
MON,APT,MID,OSS,TRC,MON
MON,APT,MID,OSS,TRO,MON
MON,APT,MID,OSS,VFB,MON
MON,APT,MID,STA,STB,MON
MON,APT,MID,STA,STC,MON
MON,APT,MID,STA,TEN,MON
MON,APT,MID,STA,TEQ,MON
MON,APT,MID,STA,TRB,MON
MON,APT,MID,STA,TRC,MON
MON,APT,MID,STA,TRO,MON
MON,APT,MID,STA,VFB,MON
MON,APT,MID,STB,STC,MON
MON,APT,MID,STB,TEN,MON
MON,APT,MID,STB,TEQ,MON
MON,APT,MID,STB,TRB,MON
MON,APT,MID,STB,TRC,MON
MON,APT,MID,STB,TRO,MON
MON,APT,MID,STB,VFB,MON
MON,APT,MID,STC,TEN,MON
MON,APT,MID,STC,TEQ,MON
MON,APT,MID,STC,TRB,MON
MON,APT,MID,STC,TRC,MON
MON,APT,MID,STC,TRO,MON
MON,APT,MID,STC,VFB,MON
MON,APT,MID,TEN,TEQ,MON
MON,APT,MID,TEN,TRB,MON
MON,APT,MID,TEN,TRC,MON
MON,APT,MID,TEN,TRO,MON
MON,APT,MID,TEN,VFB,MON
MON,APT,MID,TEQ,TRB,MON
MON,APT,MID,TEQ,TRC,MON
MON,APT,MID,TEQ,TRO,MON
MON,APT,MID,TEQ,VFB,MON
MON,APT,MID,TRB,TRC,MON
MON,APT,MID,TRB,TRO,MON
MON,APT,MID,TRB,VFB,MON
MON,APT,MID,TRC,TRO,MON
MON,APT,MID,TRC,VFB,MON
MON,APT,MID,TRO,VFB,MON
MON,APT,NLNVAL,OSC,OSO,MON
MON,APT,NLNVAL,OSC,OSS,MON
MON,APT,NLNVAL,OSC,STA,MON
MON,APT,NLNVAL,OSC,TEN,MON
MON,APT,NLNVAL,OSC,TEQ,MON
MON,APT,NLNVAL,OSC,TRB,MON
MON,APT,NLNVAL,OSC,TRC,MON
MON,APT,NLNVAL,OSC,TRO,MON
MON,APT,NLNVAL,OSC,VFB,MON
MON,APT,NLNVAL,OSO,OSS,MON
MON,APT,NLNVAL,OSO,STA,MON
MON,APT,NLNVAL,OSO,STB,MON
MON,APT,NLNVAL,OSO,STC,MON
MON,APT,NLNVAL,OSO,TEN,MON
MON,APT,NLNVAL,OSO,TEQ,MON
MON,APT,NLNVAL,OSO,TRB,MON
MON,APT,NLNVAL,OSO,TRC,MON
MON,APT,NLNVAL,OSO,TRO,MON
MON,APT,NLNVAL,OSO,VFB,MON
MON,APT,NLNVAL,OSS,TEN,MON
MON,APT,NLNVAL,OSS,TEQ,MON
MON,APT,NLNVAL,OSS,TRB,MON
MON,APT,NLNVAL,OSS,TRC,MON
MON,APT,NLNVAL,OSS,TRO,MON
MON,APT,NLNVAL,OSS,VFB,MON
MON,APT,NLNVAL,STA,TEN,MON
MON,APT,NLNVAL,STA,TEQ,MON
MON,APT,NLNVAL,STA,TRC,MON
MON,APT,NLNVAL,STA,TRO,MON
MON,APT,NLNVAL,STA,VFB,MON
MON,APT,NLNVAL,STB,TRO,MON
MON,APT,NLNVAL,STC,TRO,MON
MON,APT,NLNVAL,TEN,TEQ,MON
MON,APT,NLNVAL,TEN,TRB,MON
MON,APT,NLNVAL,TEN,TRC,MON
MON,APT,NLNVAL,TEN,TRO,MON
MON,APT,NLNVAL,TEN,VFB,MON
MON,APT,NLNVAL,TEQ,TRB,MON
MON,APT,NLNVAL,TEQ,TRC,MON
MON,APT,NLNVAL,TEQ,TRO,MON
MON,APT,NLNVAL,TEQ,VFB,MON
MON,APT,NLNVAL,TRB,TRC,MON
MON,APT,NLNVAL,TRB,TRO,MON
MON,APT,NLNVAL,TRB,VFB,MON
MON,APT,NLNVAL,TRC,TRO,MON
MON,APT,NLNVAL,TRC,VFB,MON
MON,APT,NLNVAL,TRO,VFB,MON
MON,APT,OSC,OSE,OSO,MON
MON,APT,OSC,OSE,OSS,MON
MON,APT,OSC,OSE,TEN,MON
MON,APT,OSC,OSE,TEQ,MON
MON,APT,OSC,OSE,TRC,MON
MON,APT,OSC,OSE,TRO,MON
MON,APT,OSC,OSE,VFB,MON
MON,APT,OSC,OSO,OSS,MON
MON,APT,OSC,OSO,STA,MON
MON,APT,OSC,OSO,STB,MON
MON,APT,OSC,OSO,STC,MON
MON,APT,OSC,OSO,TRB,MON
MON,APT,OSC,OSO,VFB,MON
MON,APT,OSC,OSS,STA,MON
MON,APT,OSC,OSS,STB,MON
MON,APT,OSC,OSS,STC,MON
MON,APT,OSC,OSS,TEN,MON
MON,APT,OSC,OSS,TEQ,MON
MON,APT,OSC,OSS,TRB,MON
MON,APT,OSC,OSS,TRC,MON
MON,APT,OSC,OSS,TRO,MON
MON,APT,OSC,OSS,VFB,MON
MON,APT,OSC,STA,STB,MON
MON,APT,OSC,STA,STC,MON
MON,APT,OSC,STA,TEN,MON
MON,APT,OSC,STA,TEQ,MON
MON,APT,OSC,STA,TRB,MON
MON,APT,OSC,STA,TRC,MON
MON,APT,OSC,STA,TRO,MON
MON,APT,OSC,STA,VFB,MON
MON,APT,OSC,STB,TEN,MON
MON,APT,OSC,STB,TEQ,MON
MON,APT,OSC,STB,TRB,MON
MON,APT,OSC,STB,TRC,MON
MON,APT,OSC,STB,TRO,MON
MON,APT,OSC,STB,VFB,MON
MON,APT,OSC,STC,TEN,MON
MON,APT,OSC,STC,TEQ,MON
MON,APT,OSC,STC,TRB,MON
MON,APT,OSC,STC,TRC,MON
MON,APT,OSC,STC,TRO,MON
MON,APT,OSC,STC,VFB,MON
MON,APT,OSC,TEN,TEQ,MON
MON,APT,OSC,TEN,TRB,MON
MON,APT,OSC,TEN,TRC,MON
MON,APT,OSC,TEN,VFB,MON
MON,APT,OSC,TEQ,TRB,MON
MON,APT,OSC,TEQ,TRC,MON
MON,APT,OSC,TEQ,TRO,MON
MON,APT,OSC,TEQ,VFB,MON
MON,APT,OSC,TRB,TRC,MON
MON,APT,OSC,TRB,TRO,MON
MON,APT,OSC,TRB,VFB,MON
MON,APT,OSC,TRC,TRO,MON
MON,APT,OSC,TRC,VFB,MON
MON,APT,OSC,TRO,VFB,MON
MON,APT,OSE,OSO,OSS,MON
MON,APT,OSE,OSO,TEN,MON
MON,APT,OSE,OSO,TEQ,MON
MON,APT,OSE,OSO,TRB,MON
MON,APT,OSE,OSO,TRC,MON
MON,APT,OSE,OSO,TRO,MON
MON,APT,OSE,OSO,VFB,MON
MON,APT,OSE,OSS,TEN,MON
MON,APT,OSE,OSS,TEQ,MON
MON,APT,OSE,OSS,TRC,MON
MON,APT,OSE,OSS,TRO,MON
MON,APT,OSE,OSS,VFB,MON
MON,APT,OSE,STA,TRO,MON
MON,APT,OSE,TEN,TEQ,MON
MON,APT,OSE,TEN,TRC,MON
MON,APT,OSE,TEN,TRO,MON
MON,APT,OSE,TEN,VFB,MON
MON,APT,OSE,TEQ,TRC,MON
MON,APT,OSE,TEQ,TRO,MON
MON,APT,OSE,TEQ,VFB,MON
MON,APT,OSE,TRB,TRO,MON
MON,APT,OSE,TRC,TRO,MON
MON,APT,OSE,TRC,VFB,MON
MON,APT,OSE,TRO,VFB,MON
MON,APT,OSO,OSS,STA,MON
MON,APT,OSO,OSS,STB,MON
MON,APT,OSO,OSS,STC,MON
MON,APT,OSO,OSS,TEN,MON
MON,APT,OSO,OSS,TEQ,MON
MON,APT,OSO,OSS,TRB,MON
MON,APT,OSO,OSS,TRC,MON
MON,APT,OSO,OSS,TRO,MON
MON,APT,OSO,OSS,VFB,MON
MON,APT,OSO,STA,STB,MON
MON,APT,OSO,STA,STC,MON
MON,APT,OSO,STA,TEN,MON
MON,APT,OSO,STA,TEQ,MON
MON,APT,OSO,STA,TRB,MON
MON,APT,OSO,STA,TRC,MON
MON,APT,OSO,STA,TRO,MON
MON,APT,OSO,STA,VFB,MON
MON,APT,OSO,STB,STC,MON
MON,APT,OSO,STB,TEN,MON
MON,APT,OSO,STB,TEQ,MON
MON,APT,OSO,STB,TRB,MON
MON,APT,OSO,STB,TRC,MON
MON,APT,OSO,STB,TRO,MON
MON,APT,OSO,STB,VFB,MON
MON,APT,OSO,STC,TEN,MON
MON,APT,OSO,STC,TEQ,MON
MON,APT,OSO,STC,TRB,MON
MON,APT,OSO,STC,TRC,MON
MON,APT,OSO,STC,TRO,MON
MON,APT,OSO,STC,VFB,MON
MON,APT,OSO,TEN,TEQ,MON
MON,APT,OSO,TEN,TRB,MON
MON,APT,OSO,TEN,TRC,MON
MON,APT,OSO,TEN,VFB,MON
MON,APT,OSO,TEQ,TRB,MON
MON,APT,OSO,TEQ,VFB,MON
MON,APT,OSO,TRB,TRC,MON
MON,APT,OSO,TRB,VFB,MON
MON,APT,OSO,TRC,TRO,MON
MON,APT,OSO,TRC,VFB,MON
MON,APT,OSO,TRO,VFB,MON
MON,APT,OSS,STA,STB,MON
MON,APT,OSS,STA,STC,MON
MON,APT,OSS,STA,TEN,MON
MON,APT,OSS,STA,TEQ,MON
MON,APT,OSS,STA,TRB,MON
MON,APT,OSS,STA,TRC,MON
MON,APT,OSS,STA,TRO,MON
MON,APT,OSS,STA,VFB,MON
MON,APT,OSS,STB,TEN,MON
MON,APT,OSS,STB,TEQ,MON
MON,APT,OSS,STB,TRB,MON
MON,APT,OSS,STB,TRC,MON
MON,APT,OSS,STB,TRO,MON
MON,APT,OSS,STB,VFB,MON
MON,APT,OSS,STC,TEN,MON
MON,APT,OSS,STC,TEQ,MON
MON,APT,OSS,STC,TRB,MON
MON,APT,OSS,STC,TRC,MON
MON,APT,OSS,STC,TRO,MON
MON,APT,OSS,STC,VFB,MON
MON,APT,OSS,TEN,TRB,MON
MON,APT,OSS,TEN,VFB,MON
MON,APT,OSS,TEQ,TRB,MON
MON,APT,OSS,TEQ,TRO,MON
MON,APT,OSS,TEQ,VFB,MON
MON,APT,OSS,TRB,TRC,MON
MON,APT,OSS,TRB,VFB,MON
MON,APT,OSS,TRC,TRO,MON
MON,APT,OSS,TRC,VFB,MON
MON,APT,OSS,TRO,VFB,MON
MON,APT,STA,STB,TEN,MON
MON,APT,STA,STB,TEQ,MON
MON,APT,STA,STB,TRC,MON
MON,APT,STA,STB,TRO,MON
MON,APT,STA,STB,VFB,MON
MON,APT,STA,STC,TEN,MON
MON,APT,STA,STC,TEQ,MON
MON,APT,STA,STC,TRC,MON
MON,APT,STA,STC,TRO,MON
MON,APT,STA,STC,VFB,MON
MON,APT,STA,TEN,TEQ,MON
MON,APT,STA,TEN,TRB,MON
MON,APT,STA,TEN,TRC,MON
MON,APT,STA,TEN,TRO,MON
MON,APT,STA,TEN,VFB,MON
MON,APT,STA,TEQ,TRB,MON
MON,APT,STA,TEQ,TRC,MON
MON,APT,STA,TEQ,TRO,MON
MON,APT,STA,TEQ,VFB,MON
MON,APT,STA,TRB,TRC,MON
MON,APT,STA,TRB,TRO,MON
MON,APT,STA,TRB,VFB,MON
MON,APT,STA,TRC,TRO,MON
MON,APT,STA,TRC,VFB,MON
MON,APT,STA,TRO,VFB,MON
MON,APT,STB,STC,TRO,MON
MON,APT,STB,TEN,TEQ,MON
MON,APT,STB,TEN,TRB,MON
MON,APT,STB,TEN,TRC,MON
MON,APT,STB,TEN,TRO,MON
MON,APT,STB,TEN,VFB,MON
MON,APT,STB,TEQ,TRB,MON
MON,APT,STB,TEQ,TRC,MON
MON,APT,STB,TEQ,TRO,MON
MON,APT,STB,TEQ,VFB,MON
MON,APT,STB,TRB,TRC,MON
MON,APT,STB,TRB,TRO,MON
MON,APT,STB,TRB,VFB,MON
MON,APT,STB,TRC,TRO,MON
MON,APT,STB,TRC,VFB,MON
MON,APT,STB,TRO,VFB,MON
MON,APT,STC,TEN,TEQ,MON
MON,APT,STC,TEN,TRB,MON
MON,APT,STC,TEN,TRC,MON
MON,APT,STC,TEN,TRO,MON
MON,APT,STC,TEN,VFB,MON
MON,APT,STC,TEQ,TRB,MON
MON,APT,STC,TEQ,TRC,MON
MON,APT,STC,TEQ,TRO,MON
MON,APT,STC,TEQ,VFB,MON
MON,APT,STC,TRB,TRC,MON
MON,APT,STC,TRB,TRO,MON
MON,APT,STC,TRB,VFB,MON
MON,APT,STC,TRC,TRO,MON
MON,APT,STC,TRC,VFB,MON
MON,APT,STC,TRO,VFB,MON
MON,APT,TEN,TEQ,TRB,MON
MON,APT,TEN,TEQ,TRO,MON
MON,APT,TEN,TEQ,VFB,MON
MON,APT,TEN,TRB,TRC,MON
MON,APT,TEN,TRB,VFB,MON
MON,APT,TEN,TRC,TRO,MON
MON,APT,TEN,TRC,VFB,MON
MON,APT,TEN,TRO,VFB,MON
MON,APT,TEQ,TRB,TRC,MON
MON,APT,TEQ,TRB,TRO,MON
MON,APT,TEQ,TRB,VFB,MON
MON,APT,TEQ,TRC,TRO,MON
MON,APT,TEQ,TRC,VFB,MON
MON,APT,TEQ,TRO,VFB,MON
